 

stn;time;hto000y0
RHF;1961;0
RHF;1962;0
RHF;1963;1
RHF;1964;0
RHF;1965;0
RHF;1966;0
RHF;1967;0
RHF;1968;0
RHF;1969;0
RHF;1970;0
RHF;1971;0
RHF;1972;0
RHF;1973;0
RHF;1974;0
RHF;1975;0
RHF;1976;0
RHF;1977;0
RHF;1978;0
RHF;1979;0
RHF;1980;0
RHF;1981;0
RHF;1982;0
RHF;1983;0
RHF;1984;0
RHF;1985;1
RHF;1986;1
RHF;1987;0
RHF;1988;0
RHF;1989;0
RHF;1990;0
RHF;1991;0
RHF;1992;0
RHF;1993;0
RHF;1994;0
RHF;1995;0
RHF;1996;0
RHF;1997;0
RHF;1998;0
RHF;1999;0
RHF;2000;0
RHF;2001;0
RHF;2002;0
RHF;2003;0
RHF;2004;1
RHF;2005;1
