 

stn;time;tre200y0
HEI;1955;6.2
HEI;1956;5.1
HEI;1957;7.1
HEI;1958;7.0
HEI;1959;7.6
HEI;1960;7.4
HEI;1961;8.1
HEI;1962;6.0
HEI;1963;6.0
HEI;1964;7.1
HEI;1965;6.4
HEI;1966;7.4
HEI;1967;7.3
HEI;1968;6.8
HEI;1969;6.6
HEI;1970;6.7
HEI;1971;6.8
HEI;1972;6.5
HEI;1973;6.4
HEI;1974;7.2
HEI;1975;7.1
HEI;1976;7.1
HEI;1977;7.6
HEI;1978;6.6
HEI;1979;7.2
HEI;1980;6.5
HEI;1981;7.3
HEI;1982;8.0
HEI;1983;8.0
HEI;1984;6.9
HEI;1985;6.9
HEI;1986;7.1
HEI;1987;6.9
HEI;1988;8.0
HEI;1989;8.2
HEI;1990;8.3
HEI;1991;7.2
HEI;1992;8.3
HEI;1993;7.8
HEI;1994;9.2
HEI;1995;7.9
