 

stn;time;hns000mx
STI;196512;12
STI;196601;25
STI;196602;6
STI;196603;19
STI;196604;0
STI;196605;0
STI;196606;0
STI;196607;0
STI;196608;0
STI;196609;0
STI;196610;4
STI;196611;29
STI;196612;20
STI;196701;31
STI;196702;10
STI;196703;9
STI;196704;6
STI;196705;10
STI;196706;0
STI;196707;0
STI;196708;0
STI;196709;0
STI;196710;0
STI;196711;8
STI;196712;25
STI;196801;26
STI;196802;8
STI;196803;12
STI;196804;15
STI;196805;0
STI;196806;0
STI;196807;0
STI;196808;0
STI;196809;0
STI;196810;0
STI;196811;10
STI;196812;16
STI;196901;12
STI;196902;17
STI;196903;11
STI;196904;15
STI;196905;0
STI;196906;0
STI;196907;0
STI;196908;0
STI;196909;0
STI;196910;0
STI;196911;29
STI;196912;13
STI;197001;5
STI;197002;24
STI;197003;12
STI;197004;8
STI;197005;0
STI;197006;0
STI;197007;0
STI;197008;0
STI;197009;0
STI;197010;2
STI;197011;1
STI;197012;13
STI;197101;1
STI;197102;14
STI;197103;8
STI;197104;4
STI;197105;0
STI;197106;0
STI;197107;0
STI;197108;0
STI;197109;0
STI;197110;2
STI;197111;18
STI;197112;5
STI;197201;7
STI;197202;7
STI;197203;0
STI;197204;12
STI;197205;0
STI;197206;0
STI;197207;0
STI;197208;0
STI;197209;0
STI;197210;14
STI;197211;10
STI;197212;1
STI;197301;9
STI;197302;12
STI;197303;9
STI;197304;20
STI;197305;0
STI;197306;0
STI;197307;0
STI;197308;0
STI;197309;0
STI;197310;0
STI;197311;16
STI;197312;7
STI;197401;12
STI;197402;9
STI;197403;18
STI;197404;8
STI;197405;0
STI;197406;0
STI;197407;0
STI;197408;0
STI;197409;0
STI;197410;20
STI;197411;8
STI;197412;8
STI;197501;1
STI;197502;9
STI;197503;7
STI;197504;18
STI;197505;12
STI;197506;0
STI;197507;0
STI;197508;0
STI;197509;0
STI;197510;0
STI;197511;14
STI;197512;4
STI;197601;22
STI;197602;11
STI;197603;5
STI;197604;6
STI;197605;0
STI;197606;0
STI;197607;0
STI;197608;0
STI;197609;0
STI;197610;0
STI;197611;7
STI;197612;24
STI;197701;21
STI;197702;17
STI;197703;20
STI;197704;38
STI;197705;0
STI;197706;0
STI;197707;0
STI;197708;0
STI;197709;0
STI;197710;0
STI;197711;21
STI;197712;8
STI;197801;21
STI;197802;13
STI;197803;19
STI;197804;11
STI;197805;0
STI;197806;0
STI;197807;0
STI;197808;0
STI;197809;0
STI;197810;0
STI;197811;22
STI;197812;2
STI;197901;20
STI;197902;8
STI;197903;8
STI;197904;25
STI;197905;4
STI;197906;0
STI;197907;0
STI;197908;0
STI;197909;2
STI;197910;0
STI;197911;36
STI;197912;28
STI;198001;12
STI;198002;1
STI;198003;14
