 

stn;time;rre150yx
SCA;1961;56.6
SCA;1962;43.5
SCA;1963;50.5
SCA;1964;63.3
SCA;1965;97.4
SCA;1966;50.7
SCA;1967;41.2
SCA;1968;48.1
SCA;1969;51.6
SCA;1970;131.2
SCA;1971;132.5
SCA;1972;54.8
SCA;1973;54.5
SCA;1974;53.2
SCA;1975;59.4
SCA;1976;77.0
SCA;1977;89.0
SCA;1978;114.0
SCA;1979;63.4
SCA;1980;39.8
SCA;1981;70.3
SCA;1982;64.9
SCA;1983;71.8
SCA;1984;77.2
SCA;1985;51.3
SCA;1986;70.5
SCA;1987;61.1
SCA;1988;63.1
SCA;1989;61.3
SCA;1990;51.4
SCA;1991;67.0
SCA;1992;51.8
SCA;1993;64.5
SCA;1994;69.9
SCA;1995;65.1
SCA;1996;54.1
SCA;1997;85.0
SCA;1998;59.7
SCA;1999;99.7
SCA;2000;102.5
SCA;2001;58.2
SCA;2002;60.0
SCA;2003;54.7
SCA;2004;47.5
SCA;2005;93.3
SCA;2006;92.0
SCA;2007;49.2
SCA;2008;74.3
SCA;2009;72.8
SCA;2010;105.3
SCA;2011;74.7
SCA;2012;78.5
SCA;2013;80.0
SCA;2014;58.9
SCA;2015;56.1
SCA;2016;67.2
SCA;2017;54.3
SCA;2018;60.7
SCA;2019;55.8
SCA;2020;96.3
