 

stn;time;rti150yx
NIE;1900;19000902
NIE;1901;19010604
NIE;1902;19020604
NIE;1903;19030815
NIE;1904;19040523
NIE;1905;19050805
NIE;1906;19060519
NIE;1907;19070612
NIE;1908;19080720
NIE;1909;19090711
NIE;1910;19100614
NIE;1911;19110915
NIE;1912;19120624
NIE;1913;19130806
NIE;1914;19140110
NIE;1915;19150603
NIE;1916;19160609
NIE;1917;19170611
NIE;1918;19180910
NIE;1919;19190626
NIE;1920;19200901
NIE;1921;19210911
NIE;1922;19220715
NIE;1923;19231013
NIE;1924;19240813
NIE;1925;19250709
NIE;1926;19260719
NIE;1927;19270824
NIE;1928;19280930
NIE;1929;19290528
NIE;1930;19300507
NIE;1931;19310520
NIE;1932;19320709
NIE;1933;19330621
NIE;1934;19340803
NIE;1935;19351201
NIE;1936;19360706
NIE;1937;19370414
NIE;1938;19380820
NIE;1939;19390904
NIE;1940;19400910
NIE;1941;19410406
NIE;1942;19420710
NIE;1943;19430919
NIE;1944;19440829
NIE;1945;19450710
NIE;1946;19460613
NIE;1947;19470822
NIE;1948;19480619
NIE;1949;19490512
NIE;1950;19501125
NIE;1951;19510907
NIE;1952;19520509
NIE;1953;19530625
NIE;1954;19540821
NIE;1955;19550607
NIE;1956;19560810
NIE;1957;19570710
NIE;1958;19580819
NIE;1959;19590607
NIE;1960;19600818
NIE;1961;19610714
NIE;1962;19620821
NIE;1963;19630607
NIE;1964;19640504
NIE;1965;19650604
NIE;1966;19660208
NIE;1967;19670607
NIE;1968;19680921
NIE;1969;19690826
NIE;1970;19700419
NIE;1971;19710606
NIE;1972;19721122
NIE;1973;19731007
NIE;1974;19740623
NIE;1975;19750623
NIE;1976;19760719
NIE;1977;19770621
NIE;1978;19780807
NIE;1979;19790605
NIE;1980;19800607
NIE;1981;19810928
NIE;1982;19820605
NIE;1983;19830901
NIE;1984;19840401
NIE;1985;19850806
NIE;1986;19860718
NIE;1987;19870925
NIE;1988;19880803
NIE;1989;19890727
NIE;1990;19900830
NIE;1991;19910511
NIE;1992;19920403
NIE;1993;19930705
NIE;1994;19940518
NIE;1995;19950531
NIE;1996;19960802
NIE;1997;19971211
NIE;1998;19981103
NIE;1999;19990710
NIE;2000;20000920
NIE;2001;20010803
NIE;2002;20021102
NIE;2003;20031007
NIE;2004;20040805
NIE;2005;20050821
NIE;2006;20060409
NIE;2007;20070808
NIE;2008;20080913
NIE;2009;20090717
NIE;2010;20100617
NIE;2011;20110712
NIE;2012;20120831
NIE;2013;20130531
NIE;2014;20141105
NIE;2015;20151120
NIE;2016;20160512
NIE;2017;20170425
NIE;2018;20180608
NIE;2019;20190610
NIE;2020;20200710
