 

stn;time;rs1000y0
PIG;1954;0
PIG;1955;0
PIG;1956;0
PIG;1957;0
PIG;1958;0
PIG;1959;0
PIG;1960;0
PIG;1961;0
PIG;1962;0
PIG;1963;0
PIG;1964;0
PIG;1965;0
PIG;1966;0
PIG;1967;0
PIG;1968;0
PIG;1969;0
PIG;1970;0
PIG;1971;0
PIG;1972;0
PIG;1973;0
PIG;1974;0
PIG;1975;0
PIG;1976;0
PIG;1977;0
PIG;1978;0
PIG;1979;0
PIG;1980;0
PIG;1981;0
PIG;1982;0
PIG;1983;0
PIG;1984;1
PIG;1985;0
PIG;1986;0
PIG;1987;0
PIG;1988;0
PIG;1989;0
PIG;1990;0
PIG;1991;0
PIG;1992;0
PIG;1993;0
PIG;1994;0
PIG;1995;0
PIG;1996;0
PIG;1997;0
PIG;1998;0
PIG;1999;0
PIG;2000;0
PIG;2001;0
PIG;2002;0
PIG;2003;0
