 

stn;time;tre200y0
IYAUE;1983;13.0
IYAUE;1984;11.5
IYAUE;1985;11.3
IYAUE;1986;11.5
IYAUE;1987;12.4
IYAUE;1988;13.1
IYAUE;1989;11.1
IYAUE;1990;11.4
IYAUE;1991;11.3
IYAUE;1992;11.4
IYAUE;1993;11.2
IYAUE;1994;11.9
IYAUE;1995;11.0
IYAUE;1996;11.0
IYAUE;1997;11.5
IYAUE;1998;11.5
IYAUE;1999;11.4
IYAUE;2000;12.2
IYAUE;2001;11.6
IYAUE;2002;12.0
IYAUE;2003;12.3
IYAUE;2004;11.2
IYAUE;2005;11.1
IYAUE;2006;11.6
IYAUE;2007;12.2
IYAUE;2008;11.5
IYAUE;2009;11.8
IYAUE;2010;12.2
IYAUE;2011;12.9
IYAUE;2012;12.8
IYAUE;2013;12.6
IYAUE;2014;13.3
IYAUE;2015;13.2
IYAUE;2016;12.7
IYAUE;2017;12.8
IYAUE;2018;13.4
IYAUE;2019;13.1
IYAUE;2020;12.7
