 

stn;time;rre150yx
ENT;1883;49.0
ENT;1884;61.5
ENT;1885;53.0
ENT;1886;47.3
ENT;1887;36.5
ENT;1888;48.5
ENT;1889;41.5
ENT;1890;49.0
ENT;1891;68.5
ENT;1892;61.0
ENT;1893;44.0
ENT;1894;46.5
ENT;1895;44.0
ENT;1896;65.0
ENT;1897;77.0
ENT;1898;38.6
ENT;1899;40.0
ENT;1900;59.0
ENT;1901;54.9
ENT;1902;54.5
ENT;1903;52.0
ENT;1904;44.5
ENT;1905;45.3
ENT;1906;65.0
ENT;1907;78.0
ENT;1908;55.0
ENT;1909;53.3
ENT;1910;92.0
ENT;1911;65.4
ENT;1912;73.5
ENT;1913;36.0
ENT;1914;40.2
ENT;1915;41.6
ENT;1916;41.5
ENT;1917;50.0
ENT;1918;64.5
ENT;1919;47.7
ENT;1920;39.2
ENT;1921;52.0
ENT;1922;48.5
ENT;1923;48.8
ENT;1924;38.0
ENT;1925;71.5
ENT;1926;58.4
ENT;1927;41.5
ENT;1928;86.5
ENT;1929;33.8
ENT;1930;55.3
ENT;1931;51.4
ENT;1932;51.2
ENT;1933;30.5
ENT;1934;65.0
ENT;1935;51.4
ENT;1936;61.7
ENT;1937;78.5
ENT;1938;69.0
ENT;1939;42.5
ENT;1940;58.4
ENT;1941;47.6
ENT;1942;50.0
ENT;1943;31.8
ENT;1944;59.5
ENT;1945;84.6
ENT;1946;82.6
ENT;1947;69.9
ENT;1948;64.0
ENT;1949;46.0
ENT;1950;62.1
ENT;1951;65.6
ENT;1952;37.4
ENT;1953;49.6
ENT;1954;74.0
ENT;1955;50.6
ENT;1956;74.4
ENT;1957;51.9
ENT;1958;47.5
ENT;1959;47.6
ENT;1960;47.3
ENT;1961;52.8
ENT;1962;53.2
ENT;1963;75.3
ENT;1964;55.5
ENT;1965;39.9
ENT;1966;52.3
ENT;1967;48.8
ENT;1968;72.7
ENT;1969;43.8
ENT;1970;43.3
ENT;1971;83.3
ENT;1972;69.8
ENT;1973;62.6
ENT;1974;106.2
ENT;1975;55.7
ENT;1976;80.5
ENT;1977;44.1
ENT;1978;86.3
ENT;1979;64.9
ENT;1980;59.0
ENT;1981;71.3
ENT;1982;47.7
ENT;1983;53.1
ENT;1984;89.5
ENT;1985;48.1
ENT;1986;47.5
ENT;1987;57.5
ENT;1988;40.6
ENT;1989;42.9
ENT;1990;75.5
ENT;1991;50.2
ENT;1992;86.7
ENT;1993;67.7
ENT;1994;68.1
ENT;1995;61.6
ENT;1996;49.1
ENT;1997;48.3
ENT;1998;41.1
ENT;1999;47.4
ENT;2000;48.2
ENT;2001;53.3
ENT;2002;90.3
ENT;2003;49.3
ENT;2004;41.3
ENT;2005;131.4
ENT;2006;70.3
ENT;2007;72.9
ENT;2008;53.8
ENT;2009;56.5
ENT;2010;44.5
ENT;2011;60.6
ENT;2012;73.7
ENT;2013;64.2
ENT;2014;54.7
ENT;2015;55.3
ENT;2016;41.3
ENT;2017;56.2
ENT;2018;33.5
ENT;2019;34.2
ENT;2020;68.6
