 

stn;time;rre150y0
MVE;1931;959.6
MVE;1932;719.3
MVE;1933;627.0
MVE;1934;711.7
MVE;1935;1169.9
MVE;1936;901.9
MVE;1937;870.9
MVE;1938;748.1
MVE;1939;984.9
MVE;1940;1095.7
MVE;1941;742.9
MVE;1942;699.3
MVE;1943;718.1
MVE;1944;1122.8
MVE;1945;850.6
MVE;1946;895.2
MVE;1947;780.4
MVE;1948;762.4
MVE;1949;646.4
MVE;1950;954.8
MVE;1951;906.7
MVE;1952;1351.9
MVE;1953;547.7
MVE;1954;1013.4
MVE;1955;1065.7
MVE;1956;740.3
MVE;1957;737.7
MVE;1958;1059.6
MVE;1959;745.7
MVE;1960;890.6
MVE;1961;979.5
MVE;1962;1055.7
MVE;1963;895.4
MVE;1964;671.7
MVE;1965;1441.7
MVE;1966;1125.5
MVE;1967;809.0
MVE;1968;1141.0
MVE;1969;807.3
MVE;1970;1164.7
MVE;1971;831.0
MVE;1972;753.3
MVE;1973;857.1
MVE;1974;1220.3
MVE;1975;742.2
MVE;1976;779.1
MVE;1977;1125.7
MVE;1978;1211.7
MVE;1979;1238.2
MVE;1980;1104.7
MVE;1981;1371.0
MVE;1982;1026.0
MVE;1983;863.7
MVE;1984;963.8
MVE;1985;868.4
MVE;1986;1134.5
MVE;1987;881.3
MVE;1988;1096.0
MVE;1989;652.5
MVE;1990;1204.8
MVE;1991;880.5
MVE;1992;1112.1
MVE;1993;1073.0
MVE;1994;1053.9
MVE;1995;1388.9
MVE;1996;937.1
MVE;1997;933.8
MVE;1998;806.1
MVE;1999;1608.6
MVE;2000;769.6
MVE;2001;1087.5
MVE;2002;1087.8
MVE;2003;708.3
MVE;2004;832.3
MVE;2005;824.1
MVE;2006;874.8
MVE;2007;1203.6
MVE;2008;881.1
MVE;2009;656.5
MVE;2010;513.8
MVE;2011;629.9
MVE;2012;811.4
MVE;2013;665.4
MVE;2014;697.1
MVE;2015;744.4
MVE;2016;826.1
MVE;2017;782.4
MVE;2018;806.2
MVE;2019;844.0
MVE;2020;773.3
