 

stn;time;rs1000y0
ORS;1910;0
ORS;1911;0
ORS;1912;0
ORS;1913;0
ORS;1914;0
ORS;1915;0
ORS;1916;0
ORS;1917;0
ORS;1918;0
ORS;1919;0
ORS;1920;0
ORS;1921;0
ORS;1922;0
ORS;1923;0
ORS;1924;0
ORS;1925;0
ORS;1926;0
ORS;1927;0
ORS;1928;0
ORS;1929;0
ORS;1930;0
ORS;1931;0
ORS;1932;0
ORS;1933;0
ORS;1934;0
ORS;1935;0
ORS;1936;0
ORS;1937;0
ORS;1938;0
ORS;1939;0
ORS;1940;0
ORS;1941;0
ORS;1942;0
ORS;1943;0
ORS;1944;0
ORS;1945;0
ORS;1946;0
ORS;1947;0
ORS;1948;0
ORS;1949;0
ORS;1950;0
ORS;1951;0
ORS;1952;0
ORS;1953;0
ORS;1954;0
ORS;1955;0
ORS;1956;0
ORS;1957;0
ORS;1958;0
ORS;1959;0
ORS;1960;0
