 

stn;time;rsd300y0
SWA;1972;20
SWA;1973;23
SWA;1974;21
SWA;1975;19
SWA;1976;10
SWA;1977;20
SWA;1978;14
SWA;1979;26
SWA;1980;23
SWA;1981;27
SWA;1982;22
SWA;1983;13
SWA;1984;19
SWA;1985;18
SWA;1986;25
SWA;1987;21
SWA;1988;23
SWA;1989;18
SWA;1990;20
SWA;1991;18
SWA;1992;22
SWA;1993;25
SWA;1994;23
SWA;1995;33
SWA;1996;21
SWA;1997;21
SWA;1998;23
SWA;1999;29
SWA;2000;26
SWA;2001;16
SWA;2002;32
SWA;2003;19
SWA;2004;18
SWA;2005;19
SWA;2006;21
SWA;2007;25
SWA;2008;20
SWA;2009;18
SWA;2010;20
SWA;2011;23
SWA;2012;22
SWA;2013;24
SWA;2014;19
SWA;2015;16
SWA;2016;20
SWA;2017;29
SWA;2018;15
SWA;2019;20
SWA;2020;18
