 

stn;time;rs1000y0
BIL;1900;0
BIL;1901;0
BIL;1902;0
BIL;1903;0
BIL;1904;0
BIL;1905;0
BIL;1906;0
BIL;1907;0
BIL;1908;0
BIL;1909;0
BIL;1910;0
BIL;1911;0
BIL;1912;0
BIL;1913;0
BIL;1914;0
BIL;1915;0
BIL;1916;0
BIL;1917;0
BIL;1918;0
BIL;1919;0
BIL;1920;0
BIL;1921;0
BIL;1922;0
BIL;1923;0
BIL;1924;0
BIL;1925;0
BIL;1926;0
BIL;1927;0
BIL;1928;0
BIL;1929;0
BIL;1930;0
BIL;1931;0
BIL;1932;0
BIL;1933;0
BIL;1934;0
BIL;1935;0
BIL;1936;0
BIL;1937;0
BIL;1938;0
BIL;1939;0
BIL;1940;0
BIL;1941;0
BIL;1942;0
BIL;1943;0
BIL;1944;0
BIL;1945;0
BIL;1946;0
BIL;1947;0
BIL;1948;0
BIL;1949;0
BIL;1950;0
BIL;1951;0
BIL;1952;0
BIL;1953;0
BIL;1954;0
BIL;1955;0
BIL;1956;0
BIL;1957;0
BIL;1958;0
BIL;1959;0
BIL;1960;0
BIL;1961;0
BIL;1962;0
BIL;1963;0
BIL;1964;0
BIL;1965;0
BIL;1966;0
BIL;1967;0
BIL;1968;1
BIL;1969;0
BIL;1970;0
BIL;1971;0
BIL;1972;0
BIL;1973;0
BIL;1974;0
BIL;1975;0
BIL;1976;0
BIL;1977;0
BIL;1978;0
BIL;1979;0
BIL;1980;0
BIL;1981;0
BIL;1982;0
BIL;1983;1
BIL;1984;0
BIL;1985;0
BIL;1986;0
BIL;1987;0
BIL;1988;0
BIL;1989;0
BIL;1990;0
BIL;1991;0
BIL;1992;0
BIL;1993;0
BIL;1994;0
BIL;1995;0
BIL;1996;0
BIL;1997;0
BIL;1998;0
BIL;1999;0
BIL;2000;0
BIL;2001;0
BIL;2002;0
BIL;2003;0
BIL;2004;0
BIL;2005;0
BIL;2006;0
BIL;2007;0
BIL;2008;0
BIL;2009;0
BIL;2010;0
BIL;2011;0
