 

stn;time;tre200y0
MSO;1908;4.4
MSO;1909;3.7
MSO;1910;4.2
MSO;1911;5.7
MSO;1912;5.1
MSO;1913;5.7
MSO;1914;5.0
MSO;1915;4.9
MSO;1916;5.2
MSO;1917;4.3
MSO;1918;5.6
MSO;1919;4.4
MSO;1920;6.1
MSO;1921;6.6
MSO;1922;4.6
MSO;1923;5.4
MSO;1924;5.2
MSO;1925;4.9
MSO;1926;5.9
MSO;1927;5.5
MSO;1928;5.9
MSO;1929;5.4
MSO;1930;6.0
MSO;1931;4.6
MSO;1932;5.4
MSO;1933;5.0
MSO;1934;6.3
MSO;1935;4.9
MSO;1936;5.5
MSO;1937;5.8
MSO;1938;5.6
MSO;1939;5.1
MSO;1940;4.6
MSO;1941;4.7
MSO;1942;5.3
MSO;1943;6.5
MSO;1944;4.9
MSO;1945;6.2
MSO;1946;5.7
MSO;1947;6.7
MSO;1948;6.4
MSO;1949;6.7
MSO;1950;6.0
MSO;1951;5.8
MSO;1952;5.6
MSO;1953;6.3
MSO;1954;5.0
MSO;1955;5.5
MSO;1956;4.1
MSO;1957;5.9
MSO;1958;5.8
MSO;1959;6.9
MSO;1960;5.5
MSO;1961;6.8
MSO;1962;4.8
MSO;1963;4.9
MSO;1964;6.1
MSO;1965;4.8
MSO;1966;5.7
MSO;1967;5.8
MSO;1968;5.4
MSO;1969;5.2
MSO;1970;5.3
MSO;1971;6.1
MSO;1972;5.6
MSO;1973;5.4
MSO;1974;5.6
MSO;1975;5.9
MSO;1976;6.1
MSO;1977;6.0
MSO;1978;5.2
MSO;1979;5.7
MSO;1980;5.0
MSO;1981;5.6
MSO;1982;6.5
MSO;1983;6.5
