 

stn;time;rhh150mx
FLW;201510;4.0
FLW;201511;7.3
FLW;201512;2.3
FLW;201601;4.6
FLW;201602;5.3
FLW;201603;4.1
FLW;201604;3.9
FLW;201605;4.7
FLW;201606;13.3
FLW;201607;19.6
FLW;201608;13.6
FLW;201609;7.8
FLW;201610;7.2
FLW;201611;5.3
FLW;201612;2.6
FLW;201701;3.9
FLW;201702;4.3
FLW;201703;3.0
FLW;201704;7.2
FLW;201705;5.4
FLW;201706;19.1
FLW;201707;8.3
FLW;201708;13.5
FLW;201709;7.5
FLW;201710;6.8
FLW;201711;6.7
FLW;201712;8.4
FLW;201801;4.6
FLW;201802;3.3
FLW;201803;3.6
FLW;201804;4.5
FLW;201805;9.2
FLW;201806;11.3
FLW;201807;10.0
FLW;201808;13.9
FLW;201809;8.5
FLW;201810;6.2
FLW;201811;1.4
FLW;201812;5.2
FLW;201901;3.4
FLW;201902;4.0
FLW;201903;4.0
FLW;201904;3.3
FLW;201905;7.3
FLW;201906;11.6
FLW;201907;16.6
FLW;201908;12.1
FLW;201909;7.6
FLW;201910;7.6
FLW;201911;3.4
FLW;201912;4.7
FLW;202001;3.4
FLW;202002;8.8
FLW;202003;2.5
FLW;202004;3.5
FLW;202005;5.6
FLW;202006;8.5
FLW;202007;7.2
FLW;202008;18.0
FLW;202009;7.2
FLW;202010;8.2
FLW;202011;1.9
FLW;202012;6.6
FLW;202101;5.5
FLW;202102;4.1
FLW;202103;4.6
