 

stn;time;rzz150yx
DOL;1981;5.0
DOL;1982;10.8
DOL;1983;8.1
DOL;1984;7.0
DOL;1985;11.6
DOL;1986;14.0
DOL;1987;7.7
DOL;1988;6.6
DOL;1989;7.6
DOL;1990;12.0
DOL;1991;12.1
DOL;1992;11.0
DOL;1993;11.0
DOL;1994;10.3
DOL;1995;4.8
DOL;1996;11.3
DOL;1997;13.5
DOL;1998;9.0
DOL;1999;13.2
DOL;2000;8.9
DOL;2001;8.1
DOL;2002;13.8
DOL;2003;11.9
DOL;2004;9.9
DOL;2005;8.2
DOL;2006;7.8
DOL;2007;15.2
DOL;2008;7.3
DOL;2009;8.0
