 

stn;time;hns000mx
HDI;196101;12
HDI;196102;6
HDI;196103;10
HDI;196104;0
HDI;196105;5
HDI;196106;0
HDI;196107;0
HDI;196108;0
HDI;196109;0
HDI;196110;14
HDI;196111;11
HDI;196112;9
HDI;196201;16
HDI;196202;21
HDI;196203;14
HDI;196204;10
HDI;196205;0
HDI;196206;16
HDI;196207;0
HDI;196208;0
HDI;196209;0
HDI;196210;0
HDI;196211;12
HDI;196212;22
HDI;196301;25
HDI;196302;10
HDI;196303;25
HDI;196304;0
HDI;196305;8
HDI;196306;0
HDI;196307;0
HDI;196308;0
HDI;196309;0
HDI;196310;0
HDI;196311;13
HDI;196312;2
HDI;196401;14
HDI;196402;4
HDI;196403;17
HDI;196404;0
HDI;196405;0
HDI;196406;0
HDI;196407;0
HDI;196408;0
HDI;196409;0
HDI;196410;3
HDI;196411;11
HDI;196412;20
HDI;196501;19
HDI;196502;15
HDI;196503;20
HDI;196504;18
HDI;196505;0
HDI;196506;0
HDI;196507;0
HDI;196508;0
HDI;196509;0
HDI;196510;0
HDI;196511;26
HDI;196512;13
HDI;196601;7
HDI;196602;12
HDI;196603;23
HDI;196604;0
HDI;196605;0
HDI;196606;0
HDI;196607;0
HDI;196608;0
HDI;196609;0
HDI;196610;0
HDI;196611;16
HDI;196612;15
HDI;196701;36
HDI;196702;3
HDI;196703;27
HDI;196704;10
HDI;196705;17
HDI;196706;0
HDI;196707;0
HDI;196708;0
HDI;196709;0
HDI;196710;0
HDI;196711;4
HDI;196712;20
HDI;196801;27
HDI;196802;17
HDI;196803;29
HDI;196804;10
HDI;196805;0
HDI;196806;0
HDI;196807;0
HDI;196808;0
HDI;196809;0
HDI;196810;0
HDI;196811;12
HDI;196812;22
HDI;196901;7
HDI;196902;19
HDI;196903;12
HDI;196904;13
HDI;196905;0
HDI;196906;3
HDI;196907;0
HDI;196908;0
HDI;196909;0
HDI;196910;0
HDI;196911;35
HDI;196912;15
HDI;197001;8
HDI;197002;27
HDI;197003;20
HDI;197004;15
HDI;197005;0
HDI;197006;0
HDI;197007;0
HDI;197008;0
HDI;197009;0
HDI;197010;13
HDI;197011;12
HDI;197012;19
HDI;197101;6
HDI;197102;5
HDI;197103;13
HDI;197104;1
