 

stn;time;hns000y0
DAV;1931;519
DAV;1932;423
DAV;1933;386
DAV;1934;267
DAV;1935;887
DAV;1936;512
DAV;1937;497
DAV;1938;474
DAV;1939;400
DAV;1940;617
DAV;1941;375
DAV;1942;294
DAV;1943;487
DAV;1944;764
DAV;1945;662
DAV;1946;480
DAV;1947;470
DAV;1948;493
DAV;1949;503
DAV;1950;681
DAV;1951;663
DAV;1952;727
DAV;1953;230
DAV;1954;743
DAV;1955;480
DAV;1956;501
DAV;1957;284
DAV;1958;631
DAV;1959;456
DAV;1960;430
DAV;1961;492
DAV;1962;753
DAV;1963;323
DAV;1964;455
DAV;1965;693
DAV;1966;649
DAV;1967;609
DAV;1968;688
DAV;1969;383
DAV;1970;855
DAV;1971;371
DAV;1972;367
DAV;1973;649
DAV;1974;867
DAV;1975;508
DAV;1976;438
DAV;1977;533
DAV;1978;552
DAV;1979;685
DAV;1980;518
DAV;1981;759
DAV;1982;471
DAV;1983;575
DAV;1984;488
DAV;1985;384
DAV;1986;621
DAV;1987;372
DAV;1988;561
DAV;1989;249
DAV;1990;517
DAV;1991;423
DAV;1992;562
DAV;1993;470
DAV;1994;389
DAV;1995;634
DAV;1996;370
DAV;1997;361
DAV;1998;391
DAV;1999;789
DAV;2000;484
DAV;2001;504
DAV;2002;311
DAV;2003;295
DAV;2004;416
DAV;2005;411
DAV;2006;322
DAV;2007;455
DAV;2008;511
DAV;2009;492
DAV;2010;469
DAV;2011;502
DAV;2012;628
DAV;2013;354
DAV;2014;384
DAV;2015;294
DAV;2016;436
DAV;2017;484
DAV;2018;531
DAV;2019;619
DAV;2020;374
