 

stn;time;hns000mx
WHF;201212;30
WHF;201301;5
WHF;201302;23
WHF;201303;3
WHF;201304;0
WHF;201305;0
WHF;201306;0
WHF;201307;0
WHF;201308;0
WHF;201309;0
WHF;201310;0
WHF;201311;8
WHF;201312;0
WHF;201401;1
WHF;201402;0
WHF;201403;0
WHF;201404;0
WHF;201405;0
WHF;201406;0
WHF;201407;0
WHF;201408;0
WHF;201409;0
WHF;201410;0
WHF;201411;0
WHF;201412;16
WHF;201501;18
WHF;201502;16
WHF;201503;0
WHF;201504;0
WHF;201505;0
WHF;201506;0
WHF;201507;0
WHF;201508;0
WHF;201509;0
WHF;201510;0
WHF;201511;3
WHF;201512;0
WHF;201601;13
WHF;201602;2
WHF;201603;4
WHF;201604;0
WHF;201605;0
WHF;201606;0
