 

stn;time;hns000y0
CHM;1964;133
CHM;1965;422
CHM;1966;359
CHM;1967;220
CHM;1968;427
CHM;1969;287
CHM;1970;543
CHM;1971;172
CHM;1972;179
CHM;1973;328
CHM;1974;377
CHM;1975;225
CHM;1976;287
CHM;1977;384
CHM;1978;408
CHM;1979;320
CHM;1980;395
CHM;1981;530
CHM;1982;287
CHM;1983;329
CHM;1984;495
CHM;1985;259
CHM;1986;428
CHM;1987;212
CHM;1988;462
CHM;1989;154
CHM;1990;265
CHM;1991;192
CHM;1992;184
CHM;1993;231
CHM;1994;201
CHM;1995;411
CHM;1996;210
CHM;1997;42
CHM;1998;138
CHM;1999;466
CHM;2000;99
CHM;2001;186
CHM;2002;128
CHM;2003;207
CHM;2004;245
CHM;2005;381
CHM;2006;252
CHM;2007;217
CHM;2008;305
CHM;2009;261
CHM;2010;252
CHM;2011;149
CHM;2012;275
CHM;2013;292
CHM;2014;200
CHM;2015;191
CHM;2016;267
CHM;2017;305
CHM;2018;152
CHM;2019;256
CHM;2020;213
