 

stn;time;rti150yx
TAE;1970;19700419
TAE;1971;19710712
TAE;1972;19720721
TAE;1973;19730623
TAE;1974;19741019
TAE;1975;19750811
TAE;1976;19760719
TAE;1977;19770731
TAE;1978;19780807
TAE;1979;19790606
TAE;1980;19800203
TAE;1981;19810928
TAE;1982;19821006
TAE;1983;19831126
TAE;1984;19840810
TAE;1985;19851228
TAE;1986;19860409
TAE;1987;19870925
TAE;1988;19881205
TAE;1989;19890528
TAE;1990;19900922
TAE;1991;19910511
TAE;1992;19921028
TAE;1993;19930705
TAE;1994;19940518
TAE;1995;19950425
TAE;1996;19960621
TAE;1997;19971221
TAE;1998;19981103
TAE;1999;19990512
TAE;2000;20000920
TAE;2001;20010715
TAE;2002;20021102
TAE;2003;20031004
TAE;2004;20040521
TAE;2005;20050821
TAE;2006;20060304
TAE;2007;20070808
TAE;2008;20080913
TAE;2009;20090717
TAE;2010;20100925
TAE;2011;20110707
TAE;2012;20120607
TAE;2013;20130419
TAE;2014;20140721
TAE;2015;20150614
TAE;2016;20160804
TAE;2017;20170425
TAE;2018;20180801
TAE;2019;20190610
TAE;2020;20200830
