 

stn;time;hns000y0
GRH;1964;896
GRH;1965;1700
GRH;1966;1587
GRH;1967;1252
GRH;1968;1392
GRH;1969;1200
GRH;1970;1944
GRH;1971;780
GRH;1972;1089
GRH;1973;1421
GRH;1974;1663
GRH;1975;1418
GRH;1976;1218
GRH;1977;1442
GRH;1978;1644
GRH;1979;1535
GRH;1980;1669
GRH;1981;1944
GRH;1982;1289
GRH;1983;1299
GRH;1984;1327
GRH;1985;1146
GRH;1986;1663
GRH;1987;1294
GRH;1988;1746
GRH;1989;878
GRH;1990;1036
GRH;1991;1100
GRH;1992;1276
GRH;1993;1022
GRH;1994;1065
GRH;1995;1747
GRH;1996;1257
GRH;1997;910
GRH;1998;1112
GRH;1999;1886
GRH;2000;1158
GRH;2001;1403
GRH;2002;1172
GRH;2003;1031
GRH;2004;1142
GRH;2005;1225
GRH;2006;932
GRH;2007;1124
GRH;2008;1291
GRH;2009;1299
GRH;2010;1012
GRH;2011;762
