 

stn;time;fklnd3m0
DLFEB;195612;4
DLFEB;195701;5
DLFEB;195702;15
DLFEB;195703;0
DLFEB;195704;2
DLFEB;195705;4
DLFEB;195706;1
DLFEB;195707;1
DLFEB;195708;4
DLFEB;195709;5
DLFEB;195710;0
DLFEB;195711;1
DLFEB;195712;3
DLFEB;195801;10
DLFEB;195802;16
DLFEB;195803;2
DLFEB;195804;4
DLFEB;195805;1
DLFEB;195806;2
DLFEB;195807;0
DLFEB;195808;2
DLFEB;195809;2
DLFEB;195810;4
DLFEB;195811;1
DLFEB;195812;12
DLFEB;195901;16
DLFEB;195902;2
DLFEB;195903;2
DLFEB;195904;5
DLFEB;195905;1
DLFEB;195906;0
DLFEB;195907;0
DLFEB;195908;1
DLFEB;195909;0
DLFEB;195910;5
DLFEB;195911;0
