 

stn;time;rre150yx
BRO;1970;90.5
BRO;1971;52.9
BRO;1972;31.3
BRO;1973;83.5
BRO;1974;67.5
BRO;1975;41.9
BRO;1976;48.5
BRO;1977;72.9
BRO;1978;80.0
BRO;1979;51.0
BRO;1980;54.5
BRO;1981;71.1
BRO;1982;65.7
BRO;1983;49.0
BRO;1984;42.7
BRO;1985;44.8
BRO;1986;56.6
BRO;1987;48.7
BRO;1988;47.7
BRO;1989;37.2
BRO;1990;43.2
BRO;1991;46.6
BRO;1992;41.1
BRO;1993;61.5
BRO;1994;50.5
BRO;1995;49.4
BRO;1996;50.5
BRO;1997;56.7
BRO;1998;34.2
BRO;1999;48.0
BRO;2000;39.3
BRO;2001;56.0
BRO;2002;47.1
BRO;2003;42.1
BRO;2004;45.7
BRO;2005;91.7
BRO;2006;65.5
BRO;2007;76.0
BRO;2008;38.6
BRO;2009;56.4
BRO;2010;67.2
BRO;2011;43.6
BRO;2012;45.6
BRO;2013;63.9
BRO;2014;42.8
BRO;2015;63.2
BRO;2016;49.3
BRO;2017;33.8
BRO;2018;40.8
BRO;2019;60.5
BRO;2020;39.5
