 

stn;time;rsd300y0
SNG;1951;3
SNG;1952;3
SNG;1953;2
SNG;1954;2
SNG;1955;0
SNG;1956;4
SNG;1957;1
SNG;1958;6
SNG;1959;1
SNG;1960;1
SNG;1961;2
SNG;1962;4
SNG;1963;3
SNG;1964;2
SNG;1965;7
SNG;1966;1
SNG;1967;1
SNG;1968;3
SNG;1969;1
SNG;1970;3
SNG;1971;2
SNG;1972;4
SNG;1973;4
SNG;1974;2
SNG;1975;2
SNG;1976;2
SNG;1977;3
SNG;1978;3
SNG;1979;6
SNG;1980;3
SNG;1981;6
SNG;1982;6
SNG;1983;2
SNG;1984;3
SNG;1985;0
SNG;1986;5
SNG;1987;4
SNG;1988;2
SNG;1989;1
SNG;1990;5
SNG;1991;5
SNG;1992;4
SNG;1993;5
SNG;1994;1
SNG;1995;5
SNG;1996;2
SNG;1997;4
SNG;1998;2
SNG;1999;5
SNG;2000;3
SNG;2001;2
SNG;2002;3
SNG;2003;2
SNG;2004;3
SNG;2005;2
SNG;2006;6
SNG;2007;3
SNG;2008;5
SNG;2009;2
SNG;2010;2
SNG;2011;2
SNG;2012;1
SNG;2013;4
SNG;2014;3
SNG;2015;4
SNG;2016;2
SNG;2017;5
SNG;2018;4
SNG;2019;2
SNG;2020;1
