 

stn;time;rsd300y0
EGR;1975;6
EGR;1976;7
EGR;1977;7
EGR;1978;9
EGR;1979;7
EGR;1980;4
EGR;1981;9
EGR;1982;7
EGR;1983;5
EGR;1984;7
EGR;1985;7
EGR;1986;9
EGR;1987;6
EGR;1988;6
EGR;1989;5
EGR;1990;5
EGR;1991;7
EGR;1992;6
EGR;1993;11
EGR;1994;6
EGR;1995;9
EGR;1996;8
EGR;1997;2
EGR;1998;8
EGR;1999;8
EGR;2000;5
EGR;2001;8
EGR;2002;11
EGR;2003;4
EGR;2004;10
EGR;2005;6
EGR;2006;7
EGR;2007;5
EGR;2008;10
EGR;2009;6
EGR;2010;12
EGR;2011;6
EGR;2012;9
EGR;2013;7
EGR;2014;6
EGR;2015;6
EGR;2016;9
EGR;2017;8
EGR;2018;5
EGR;2019;8
EGR;2020;9
