 

stn;time;tnd00xy0
IYSMG;1993;15
IYSMG;1994;7
IYSMG;1995;25
IYSMG;1996;20
IYSMG;1997;6
IYSMG;1998;17
IYSMG;1999;35
IYSMG;2000;9
IYSMG;2001;22
IYSMG;2002;12
IYSMG;2003;35
IYSMG;2004;40
IYSMG;2005;68
IYSMG;2006;46
IYSMG;2007;42
IYSMG;2008;42
IYSMG;2009;42
IYSMG;2010;62
IYSMG;2011;32
IYSMG;2012;55
IYSMG;2013;40
IYSMG;2014;16
IYSMG;2015;15
IYSMG;2016;19
IYSMG;2017;36
IYSMG;2018;40
