 

stn;time;rs1000y0
ANT;1913;0
ANT;1914;0
ANT;1915;0
ANT;1916;1
ANT;1917;0
ANT;1918;0
ANT;1919;0
ANT;1920;0
ANT;1921;1
ANT;1922;0
ANT;1923;0
ANT;1924;0
ANT;1925;0
ANT;1926;1
ANT;1927;0
ANT;1928;1
ANT;1929;0
ANT;1930;0
ANT;1931;0
ANT;1932;0
ANT;1933;1
ANT;1934;0
ANT;1935;0
ANT;1936;0
ANT;1937;0
ANT;1938;0
ANT;1939;1
ANT;1940;0
ANT;1941;0
ANT;1942;0
ANT;1943;0
ANT;1944;0
ANT;1945;1
ANT;1946;0
ANT;1947;0
ANT;1948;0
ANT;1949;0
ANT;1950;0
ANT;1951;1
ANT;1952;0
ANT;1953;0
ANT;1954;1
ANT;1955;0
ANT;1956;0
ANT;1957;0
ANT;1958;0
ANT;1959;0
ANT;1960;1
ANT;1961;0
ANT;1962;0
ANT;1963;0
ANT;1964;0
ANT;1965;0
ANT;1966;0
ANT;1967;0
ANT;1968;1
ANT;1969;0
ANT;1970;0
ANT;1971;0
ANT;1972;0
ANT;1973;0
ANT;1974;0
ANT;1975;0
ANT;1976;0
ANT;1977;1
ANT;1978;0
ANT;1979;0
ANT;1980;0
ANT;1981;0
ANT;1982;0
ANT;1983;0
ANT;1984;0
ANT;1985;0
ANT;1986;0
ANT;1987;1
ANT;1988;0
ANT;1989;0
ANT;1990;1
ANT;1991;1
ANT;1992;0
ANT;1993;0
ANT;1994;0
ANT;1995;0
ANT;1996;0
ANT;1997;0
ANT;1998;0
ANT;1999;0
ANT;2000;0
ANT;2001;0
ANT;2002;2
ANT;2003;0
ANT;2004;0
ANT;2005;0
ANT;2006;0
ANT;2007;0
ANT;2008;0
ANT;2009;0
ANT;2010;0
ANT;2011;0
ANT;2012;0
ANT;2013;0
ANT;2014;0
ANT;2015;0
ANT;2016;0
ANT;2017;0
ANT;2018;0
ANT;2019;1
ANT;2020;1
