 

stn;time;rhh150mx
ROE;199102;3.9
ROE;199103;13.6
ROE;199104;14.9
ROE;199105;2.5
ROE;199106;14.4
ROE;199107;9.1
ROE;199108;26.5
ROE;199109;14.3
ROE;199110;9.8
ROE;199111;5.3
ROE;199112;14.4
ROE;199201;3.6
ROE;199202;3.5
ROE;199203;7.5
ROE;199204;12.4
ROE;199205;4.2
ROE;199206;12.6
ROE;199207;10.2
ROE;199208;15.7
ROE;199209;11.7
ROE;199210;5.4
ROE;199211;4.2
ROE;199212;5.7
ROE;199301;2.1
ROE;199302;6.4
ROE;199303;8.3
ROE;199304;28.9
ROE;199305;16.8
ROE;199306;9.2
ROE;199307;11.9
ROE;199308;14.9
ROE;199309;19.5
ROE;199310;11.2
ROE;199311;3.3
ROE;199312;3.6
ROE;199401;10.4
ROE;199402;4.3
ROE;199403;3.1
ROE;199404;7.1
ROE;199405;15.0
ROE;199406;5.2
ROE;199407;9.4
ROE;199408;12.8
ROE;199409;14.4
ROE;199410;5.0
ROE;199411;8.1
ROE;199412;3.8
ROE;199501;5.3
ROE;199502;3.9
ROE;199503;9.6
ROE;199504;20.4
ROE;199505;7.1
ROE;199506;8.7
ROE;199507;7.6
ROE;199508;21.7
ROE;199509;9.5
ROE;199510;4.3
ROE;199511;4.4
ROE;199512;2.6
ROE;199601;4.7
ROE;199602;2.2
ROE;199603;1.5
ROE;199604;3.6
ROE;199605;15.7
ROE;199606;7.5
ROE;199607;18.7
ROE;199608;13.6
ROE;199609;3.5
ROE;199610;4.9
ROE;199611;10.4
ROE;199612;3.8
ROE;199701;7.4
ROE;199702;3.2
ROE;199703;2.6
ROE;199704;5.6
ROE;199705;8.6
ROE;199706;13.6
ROE;199707;15.1
ROE;199708;31.1
ROE;199709;6.9
ROE;199710;6.6
ROE;199711;6.5
ROE;199712;6.7
ROE;199801;9.9
ROE;199802;3.5
ROE;199803;2.3
ROE;199804;12.1
ROE;199805;7.4
ROE;199806;15.0
ROE;199807;22.5
ROE;199808;10.3
ROE;199809;13.5
ROE;199810;7.3
ROE;199811;2.6
ROE;199812;2.4
ROE;199901;9.1
ROE;199902;3.5
ROE;199903;8.1
ROE;199904;11.2
ROE;199905;9.4
ROE;199906;10.7
ROE;199907;8.8
ROE;199908;26.6
ROE;199909;14.4
ROE;199910;8.4
ROE;199911;6.4
ROE;199912;4.6
ROE;200001;3.2
ROE;200002;3.6
ROE;200003;5.2
ROE;200004;6.3
ROE;200005;7.2
ROE;200006;11.8
ROE;200007;22.2
ROE;200008;26.6
ROE;200009;24.7
ROE;200010;15.6
ROE;200011;10.1
ROE;200012;3.9
ROE;200101;3.4
ROE;200102;11.5
ROE;200103;5.8
ROE;200104;4.2
ROE;200105;6.2
ROE;200106;17.9
ROE;200107;11.0
ROE;200108;23.1
ROE;200109;9.2
ROE;200110;9.2
ROE;200111;1.7
ROE;200112;1.8
ROE;200201;2.4
ROE;200202;3.6
ROE;200203;5.2
ROE;200204;3.5
ROE;200205;18.4
ROE;200206;15.0
ROE;200207;10.3
ROE;200208;9.0
ROE;200209;6.1
ROE;200210;6.5
ROE;200211;10.7
ROE;200212;3.2
ROE;200301;4.0
ROE;200302;6.6
ROE;200303;1.9
ROE;200304;9.5
ROE;200305;5.7
ROE;200306;17.4
ROE;200307;9.4
ROE;200308;12.2
ROE;200309;6.5
ROE;200310;20.8
ROE;200311;9.3
ROE;200312;4.8
ROE;200401;7.4
ROE;200402;6.0
ROE;200403;4.3
ROE;200404;4.6
ROE;200405;8.6
ROE;200406;4.0
ROE;200407;14.0
ROE;200408;15.6
ROE;200409;7.6
ROE;200410;15.7
ROE;200411;11.6
ROE;200412;6.8
ROE;200501;2.5
ROE;200502;1.6
ROE;200503;5.0
ROE;200504;19.0
ROE;200505;7.4
ROE;200506;18.3
ROE;200507;20.5
ROE;200508;7.1
ROE;200509;7.4
ROE;200510;3.6
ROE;200511;2.3
ROE;200512;3.8
ROE;200601;5.3
ROE;200602;10.3
ROE;200603;4.3
ROE;200604;3.8
ROE;200605;11.3
ROE;200606;10.5
ROE;200607;13.9
ROE;200608;10.0
ROE;200609;6.8
ROE;200610;8.4
ROE;200611;5.0
ROE;200612;12.0
ROE;200701;5.7
ROE;200702;4.0
ROE;200703;6.2
ROE;200704;6.1
