 

stn;time;rre150y0
PIO;1980;934.8
PIO;1981;1779.2
PIO;1982;1349.7
PIO;1983;1416.4
PIO;1984;1327.0
PIO;1985;1089.6
PIO;1986;1417.0
PIO;1987;1750.4
PIO;1988;1597.3
PIO;1989;1089.6
PIO;1990;1280.7
PIO;1991;1474.6
PIO;1992;1432.6
PIO;1993;2005.4
PIO;1994;1279.4
PIO;1995;1235.0
PIO;1996;1597.2
PIO;1997;1344.5
PIO;1998;1425.8
PIO;1999;1722.4
PIO;2000;1852.9
PIO;2001;1509.3
PIO;2002;2017.7
PIO;2003;1063.2
PIO;2004;1119.1
PIO;2005;713.8
PIO;2006;1176.2
PIO;2007;1312.5
PIO;2008;1807.8
PIO;2009;1355.7
PIO;2010;1376.6
PIO;2011;1269.0
PIO;2012;1602.4
PIO;2013;1692.2
PIO;2014;1813.1
PIO;2015;1212.1
PIO;2016;1234.0
PIO;2017;1287.2
PIO;2018;1616.0
PIO;2019;1842.9
PIO;2020;1306.6
