 

stn;time;rre150y0
SGD;1973;1551.5
SGD;1974;1866.4
SGD;1975;1436.7
SGD;1976;1248.8
SGD;1977;1772.3
SGD;1978;1675.4
SGD;1979;1921.9
SGD;1980;1794.8
SGD;1981;2255.6
SGD;1982;1576.4
SGD;1983;1389.4
SGD;1984;1338.0
SGD;1985;1368.1
SGD;1986;1775.3
SGD;1987;1662.5
SGD;1988;1739.3
SGD;1989;1286.6
SGD;1990;1813.9
SGD;1991;1417.4
SGD;1992;1703.5
SGD;1993;1682.4
SGD;1994;1679.5
SGD;1995;1920.5
SGD;1996;1456.0
SGD;1997;1431.9
SGD;1998;1382.3
SGD;1999;2039.2
SGD;2000;1323.4
SGD;2001;1877.8
SGD;2002;1942.4
SGD;2003;1334.6
SGD;2004;1645.9
SGD;2005;1497.3
SGD;2006;1539.3
SGD;2007;1816.1
SGD;2008;1457.5
SGD;2009;1429.7
SGD;2010;1441.1
SGD;2011;1388.2
SGD;2012;1586.6
SGD;2013;1537.2
SGD;2014;1528.3
SGD;2015;1643.6
SGD;2016;1589.3
SGD;2017;1630.5
SGD;2018;1574.7
SGD;2019;1483.2
SGD;2020;1433.0
