 

stn;time;rti150yx
ZHMON;1980;19800204
ZHMON;1981;19810901
ZHMON;1982;19820815
ZHMON;1983;19831127
ZHMON;1984;19840810
ZHMON;1985;19851110
ZHMON;1986;19860409
ZHMON;1987;19870615
ZHMON;1988;19880604
ZHMON;1989;19890731
ZHMON;1990;19900923
ZHMON;1991;19910511
ZHMON;1992;19920315
ZHMON;1993;19930711
ZHMON;1994;19940518
ZHMON;1995;19950621
ZHMON;1996;19960708
ZHMON;1997;19970828
ZHMON;1998;19980911
ZHMON;1999;19990512
ZHMON;2000;20000920
ZHMON;2001;20010715
ZHMON;2002;20020503
ZHMON;2003;20030830
ZHMON;2004;20040602
ZHMON;2005;20050603
ZHMON;2006;20060304
ZHMON;2007;20070808
ZHMON;2008;20080421
ZHMON;2009;20090717
ZHMON;2010;20100925
ZHMON;2011;20110629
ZHMON;2012;20120831
ZHMON;2013;20130506
ZHMON;2014;20140810
ZHMON;2015;20150501
ZHMON;2016;20160712
ZHMON;2017;20171214
ZHMON;2018;20181202
ZHMON;2019;20190701
ZHMON;2020;20200830
