 

stn;time;fu3010m1
BOL;200012;60.5
BOL;200101;56.9
BOL;200102;73.1
BOL;200103;104.4
BOL;200104;56.5
BOL;200105;69.1
BOL;200106;53.3
BOL;200107;52.6
BOL;200108;75.6
BOL;200109;53.3
BOL;200110;46.8
BOL;200111;70.9
BOL;200112;61.6
BOL;200201;92.9
BOL;200202;83.9
BOL;200203;62.3
BOL;200204;66.6
BOL;200205;42.5
BOL;200206;52.9
BOL;200207;68.4
BOL;200208;40.7
BOL;200209;37.8
BOL;200210;77.4
BOL;200211;55.8
BOL;200212;46.1
BOL;200301;108.7
BOL;200302;50.4
BOL;200303;47.9
BOL;200304;60.1
BOL;200305;110.5
BOL;200306;72.7
BOL;200307;76.0
BOL;200308;74.2
BOL;200309;49.7
BOL;200310;66.6
BOL;200311;39.6
BOL;200312;59.8
BOL;200401;105.1
BOL;200402;75.6
BOL;200403;61.9
BOL;200404;52.6
BOL;200405;55.1
BOL;200406;74.2
BOL;200407;54.4
BOL;200408;63.7
BOL;200409;49.0
BOL;200410;55.8
BOL;200411;63.7
BOL;200412;70.9
BOL;200501;69.1
BOL;200502;88.6
BOL;200503;56.5
BOL;200504;50.4
BOL;200505;51.1
BOL;200506;70.6
BOL;200507;83.9
BOL;200508;37.8
BOL;200509;45.0
BOL;200510;41.4
BOL;200511;50.4
BOL;200512;47.2
BOL;200601;52.6
BOL;200602;54.0
BOL;200603;70.9
BOL;200604;52.6
BOL;200605;62.3
BOL;200606;55.8
BOL;200607;74.5
BOL;200608;51.5
BOL;200609;41.4
BOL;200610;67.0
BOL;200611;51.1
BOL;200612;58.0
BOL;200701;79.6
BOL;200702;67.7
BOL;200703;70.9
BOL;200704;46.8
BOL;200705;59.8
BOL;200706;70.2
BOL;200707;57.6
