 

stn;time;rre150y0
INF;1961;1010.2
INF;1962;978.7
INF;1963;1644.3
INF;1964;954.7
INF;1965;1333.1
INF;1966;1513.6
INF;1967;1327.0
INF;1968;1494.9
INF;1969;1096.4
INF;1970;1067.7
INF;1971;939.3
INF;1972;942.7
INF;1973;1207.2
INF;1974;1180.6
INF;1975;1207.7
INF;1976;1361.1
INF;1977;1405.2
INF;1978;948.0
INF;1979;1518.7
INF;1980;1068.4
INF;1981;1653.7
INF;1982;1342.9
INF;1983;1190.4
INF;1984;1174.1
INF;1985;1177.6
INF;1986;1324.5
INF;1987;1583.8
INF;1988;1250.8
INF;1989;1066.5
INF;1990;1161.3
INF;1991;1170.0
INF;1992;1142.5
INF;1993;1484.3
INF;1994;1250.9
INF;1995;997.1
INF;1996;1226.0
INF;1997;1143.5
INF;1998;1153.1
INF;1999;1649.0
INF;2000;1567.9
INF;2001;1292.7
INF;2002;1539.7
INF;2003;827.6
INF;2004;987.0
INF;2005;801.1
INF;2006;858.7
INF;2007;1060.5
INF;2008;1606.1
INF;2009;1123.5
INF;2010;1266.3
INF;2011;1027.6
INF;2012;1423.5
INF;2013;1238.7
INF;2014;1457.9
INF;2015;995.7
INF;2016;1157.9
INF;2017;1261.7
INF;2018;1138.6
INF;2019;1422.8
INF;2020;1231.8
