 

stn;time;fklnd3m0
DLFRS;199807;0
DLFRS;199808;0
DLFRS;199809;0
DLFRS;199810;0
DLFRS;199811;0
DLFRS;199812;0
DLFRS;199901;0
DLFRS;199902;0
DLFRS;199903;0
DLFRS;199904;0
DLFRS;199905;0
DLFRS;199906;0
DLFRS;199907;0
DLFRS;199908;0
DLFRS;199909;0
DLFRS;199910;0
DLFRS;199911;0
DLFRS;199912;1
DLFRS;200001;0
DLFRS;200002;0
DLFRS;200003;0
DLFRS;200004;0
DLFRS;200005;0
DLFRS;200006;0
DLFRS;200007;0
DLFRS;200008;0
DLFRS;200009;0
DLFRS;200010;0
DLFRS;200011;0
DLFRS;200012;0
DLFRS;200101;0
DLFRS;200102;0
DLFRS;200103;0
DLFRS;200104;0
DLFRS;200105;0
DLFRS;200106;0
DLFRS;200107;0
DLFRS;200108;0
DLFRS;200109;0
DLFRS;200110;0
DLFRS;200111;0
DLFRS;200112;0
DLFRS;200201;1
DLFRS;200202;0
DLFRS;200203;0
DLFRS;200204;0
DLFRS;200205;0
DLFRS;200206;0
DLFRS;200207;0
DLFRS;200208;0
DLFRS;200209;0
DLFRS;200210;0
DLFRS;200211;0
DLFRS;200212;0
DLFRS;200301;1
DLFRS;200302;0
DLFRS;200303;0
DLFRS;200304;0
DLFRS;200305;0
DLFRS;200306;0
DLFRS;200307;0
DLFRS;200308;0
DLFRS;200309;0
DLFRS;200310;0
DLFRS;200311;0
DLFRS;200312;0
DLFRS;200401;1
DLFRS;200402;0
DLFRS;200403;0
DLFRS;200404;0
DLFRS;200405;0
DLFRS;200406;0
DLFRS;200407;0
