 

stn;time;tnd00xy0
DLMUC;1955;28
DLMUC;1956;51
DLMUC;1957;18
DLMUC;1958;22
DLMUC;1959;20
DLMUC;1960;20
DLMUC;1961;20
DLMUC;1962;35
DLMUC;1963;60
DLMUC;1964;38
DLMUC;1965;29
DLMUC;1966;20
DLMUC;1967;20
DLMUC;1968;37
DLMUC;1969;39
DLMUC;1970;32
DLMUC;1971;27
DLMUC;1972;24
DLMUC;1973;25
DLMUC;1974;1
DLMUC;1975;11
DLMUC;1976;28
DLMUC;1977;16
DLMUC;1978;28
DLMUC;1979;16
DLMUC;1980;29
DLMUC;1981;32
DLMUC;1982;19
DLMUC;1983;23
DLMUC;1984;16
DLMUC;1985;43
DLMUC;1986;35
DLMUC;1987;35
DLMUC;1988;8
DLMUC;1989;7
DLMUC;1990;10
DLMUC;1991;23
DLMUC;1992;18
DLMUC;1993;29
DLMUC;1994;10
DLMUC;1995;27
DLMUC;1996;46
DLMUC;1997;18
DLMUC;1998;23
DLMUC;1999;15
DLMUC;2000;8
DLMUC;2001;18
DLMUC;2002;16
DLMUC;2003;24
DLMUC;2004;21
DLMUC;2005;32
DLMUC;2006;27
DLMUC;2007;15
DLMUC;2008;7
DLMUC;2009;30
DLMUC;2010;49
DLMUC;2011;17
DLMUC;2012;23
DLMUC;2013;29
DLMUC;2014;3
DLMUC;2015;5
