 

stn;time;rti150yx
SAE;1883;18830809
SAE;1884;18840826
SAE;1885;18851130
SAE;1886;18860811
SAE;1887;18871209
SAE;1888;18880630
SAE;1889;18890202
SAE;1890;18900705
SAE;1891;18911215
SAE;1892;18920717
SAE;1893;18930902
SAE;1894;18940618
SAE;1895;18951231
SAE;1896;18960309
SAE;1897;18970816
SAE;1898;18980809
SAE;1899;18990520
SAE;1900;19000116
SAE;1901;19010802
SAE;1902;19020102
SAE;1903;19030819
SAE;1904;19040407
SAE;1905;19051005
SAE;1906;19060818
SAE;1907;19071208
SAE;1908;19080506
SAE;1909;19090114
SAE;1910;19100614
SAE;1911;19111001
SAE;1912;19121227
SAE;1913;19131116
SAE;1914;19140406
SAE;1915;19151208
SAE;1916;19161230
SAE;1917;19170101
SAE;1918;19180621
SAE;1919;19191228
SAE;1920;19200131
SAE;1921;19211103
SAE;1922;19220504
SAE;1923;19230115
SAE;1924;19240730
SAE;1925;19251226
SAE;1926;19260219
SAE;1927;19270825
SAE;1928;19280524
SAE;1929;19290606
SAE;1930;19301025
SAE;1931;19310707
SAE;1932;19321124
SAE;1933;19330514
SAE;1934;19340715
SAE;1935;19351029
SAE;1936;19360112
SAE;1937;19370823
SAE;1938;19380813
SAE;1939;19391117
SAE;1940;19400821
SAE;1941;19410812
SAE;1942;19420717
SAE;1943;19430401
SAE;1944;19441108
SAE;1945;19450928
SAE;1946;19460613
SAE;1947;19471115
SAE;1948;19480706
SAE;1949;19490116
SAE;1950;19500803
SAE;1951;19510120
SAE;1952;19521111
SAE;1953;19530626
SAE;1954;19540701
SAE;1955;19550112
SAE;1956;19560912
SAE;1957;19570923
SAE;1958;19580217
SAE;1959;19590501
SAE;1960;19600818
SAE;1961;19611211
SAE;1962;19621221
SAE;1963;19631007
SAE;1964;19640504
SAE;1965;19650610
SAE;1966;19660707
SAE;1967;19670101
SAE;1968;19680924
SAE;1969;19690826
SAE;1970;19700809
SAE;1971;19710811
SAE;1972;19720910
SAE;1973;19730623
SAE;1974;19740823
SAE;1975;19750823
SAE;1976;19760726
SAE;1977;19770731
SAE;1978;19780807
SAE;1979;19790921
SAE;1980;19801221
SAE;1981;19810718
SAE;1982;19820129
SAE;1983;19830803
SAE;1984;19840905
SAE;1985;19850806
SAE;1986;19860409
SAE;1987;19871120
SAE;1988;19880325
SAE;1989;19891007
SAE;1990;19900214
SAE;1991;19910713
SAE;1992;19920904
SAE;1993;19931211
SAE;1994;19940412
SAE;1995;19950110
SAE;1996;19960913
SAE;1997;19970226
SAE;1998;19980727
SAE;1999;19990521
SAE;2000;20000208
SAE;2001;20010222
SAE;2002;20020811
SAE;2003;20031007
SAE;2004;20040113
