 

stn;time;rre150yx
LOT;1961;47.7
LOT;1962;44.3
LOT;1963;51.4
LOT;1964;62.1
LOT;1965;52.1
LOT;1966;47.2
LOT;1967;46.0
LOT;1968;66.0
LOT;1969;39.6
LOT;1970;42.4
LOT;1971;59.3
LOT;1972;75.4
LOT;1973;112.0
LOT;1974;66.0
LOT;1975;105.0
LOT;1976;125.7
LOT;1977;52.6
LOT;1978;110.0
LOT;1979;64.3
LOT;1980;40.2
LOT;1981;65.7
LOT;1982;53.5
LOT;1983;46.9
LOT;1984;82.7
LOT;1985;45.0
LOT;1986;70.1
LOT;1987;55.6
LOT;1988;53.2
LOT;1989;53.1
LOT;1990;43.2
LOT;1991;69.3
LOT;1992;49.3
LOT;1993;79.2
LOT;1994;83.4
LOT;1995;76.7
LOT;1996;49.8
LOT;1997;49.9
LOT;1998;55.3
LOT;1999;49.0
LOT;2000;75.2
LOT;2001;54.0
LOT;2002;67.1
LOT;2003;75.8
LOT;2004;61.6
LOT;2005;97.6
LOT;2006;60.6
LOT;2007;72.7
LOT;2008;62.2
LOT;2009;85.1
LOT;2010;83.7
LOT;2011;78.8
LOT;2012;80.8
LOT;2013;88.4
LOT;2014;48.7
LOT;2015;62.1
LOT;2016;54.8
LOT;2017;56.8
LOT;2018;67.2
LOT;2019;80.3
LOT;2020;52.3
