 

stn;time;rti150yx
KAL;1900;19000703
KAL;1901;19010812
KAL;1902;19020906
KAL;1903;19030815
KAL;1904;19040523
KAL;1905;19050805
KAL;1906;19060519
KAL;1907;19070815
KAL;1908;19080720
KAL;1909;19090610
KAL;1910;19100614
KAL;1911;19110517
KAL;1912;19120613
KAL;1913;19130605
KAL;1914;19140110
KAL;1915;19150603
KAL;1916;19160609
KAL;1917;19170701
KAL;1918;19180910
KAL;1919;19190626
KAL;1920;19200703
KAL;1921;19210630
KAL;1922;19220715
KAL;1923;19231013
KAL;1924;19240628
KAL;1925;19250811
KAL;1926;19260529
KAL;1927;19270824
KAL;1928;19280930
KAL;1929;19290610
KAL;1930;19300507
KAL;1931;19310520
KAL;1932;19320621
KAL;1933;19330621
KAL;1934;19340909
KAL;1935;19351217
KAL;1936;19360604
KAL;1937;19370414
KAL;1938;19380611
KAL;1939;19390904
KAL;1940;19400910
KAL;1941;19410812
KAL;1942;19420710
KAL;1943;19430925
KAL;1944;19440829
KAL;1945;19450710
KAL;1946;19460613
KAL;1947;19470717
KAL;1948;19480619
KAL;1949;19490512
KAL;1950;19501125
KAL;1951;19511022
KAL;1952;19521025
KAL;1953;19530625
KAL;1954;19540821
KAL;1955;19550720
KAL;1956;19560810
KAL;1957;19570710
KAL;1958;19580610
KAL;1959;19590607
KAL;1960;19600624
KAL;1961;19610714
KAL;1962;19620821
KAL;1963;19630607
KAL;1964;19640829
KAL;1965;19650604
KAL;1966;19660208
KAL;1967;19670801
KAL;1968;19680921
KAL;1969;19690826
KAL;1970;19700622
KAL;1971;19710606
KAL;1972;19720721
KAL;1973;19730623
KAL;1974;19740623
KAL;1975;19750823
KAL;1976;19760719
KAL;1977;19770621
KAL;1978;19780807
KAL;1979;19790921
KAL;1980;19800629
KAL;1981;19810901
KAL;1982;19820726
KAL;1983;19830522
KAL;1984;19840810
KAL;1985;19850508
KAL;1986;19860718
KAL;1987;19870925
KAL;1988;19880803
KAL;1989;19890710
KAL;1990;19900214
KAL;1991;19910511
KAL;1992;19920403
KAL;1993;19930705
KAL;1994;19940518
KAL;1995;19951116
KAL;1996;19960621
KAL;1997;19971221
KAL;1998;19981103
KAL;1999;19990511
KAL;2000;20000920
KAL;2001;20010715
KAL;2002;20020924
KAL;2003;20030605
KAL;2004;20040113
KAL;2005;20050614
KAL;2006;20060917
KAL;2007;20070808
KAL;2008;20080913
KAL;2009;20090717
KAL;2010;20101206
KAL;2011;20110712
