 

stn;time;fu3010m1
BIZ;201004;39.6
BIZ;201005;60.5
BIZ;201006;38.2
BIZ;201007;55.8
BIZ;201008;52.6
BIZ;201009;36.4
BIZ;201010;41.0
BIZ;201011;67.0
BIZ;201012;55.8
BIZ;201101;45.0
BIZ;201102;40.7
BIZ;201103;45.4
BIZ;201104;38.5
BIZ;201105;33.5
BIZ;201106;55.4
BIZ;201107;47.9
BIZ;201108;54.4
BIZ;201109;39.6
BIZ;201110;49.0
BIZ;201111;31.0
BIZ;201112;91.4
BIZ;201201;83.9
BIZ;201202;50.0
BIZ;201203;44.6
BIZ;201204;51.8
BIZ;201205;58.0
BIZ;201206;60.5
BIZ;201207;76.3
BIZ;201208;41.8
BIZ;201209;36.7
BIZ;201210;38.2
BIZ;201211;41.4
BIZ;201212;59.0
BIZ;201301;63.4
BIZ;201302;63.0
BIZ;201303;45.0
BIZ;201304;61.9
BIZ;201305;49.3
BIZ;201306;58.3
BIZ;201307;48.2
BIZ;201308;79.2
BIZ;201309;50.0
BIZ;201310;47.5
BIZ;201311;63.0
BIZ;201312;54.4
BIZ;201401;48.6
BIZ;201402;60.8
BIZ;201403;41.0
BIZ;201404;52.6
BIZ;201405;72.4
BIZ;201406;51.5
BIZ;201407;55.4
BIZ;201408;48.6
BIZ;201409;34.9
BIZ;201410;63.0
BIZ;201411;39.2
BIZ;201412;49.3
BIZ;201501;69.5
BIZ;201502;54.0
BIZ;201503;99.0
BIZ;201504;74.9
BIZ;201505;55.1
BIZ;201506;46.8
BIZ;201507;61.9
BIZ;201508;49.3
BIZ;201509;42.1
BIZ;201510;37.4
BIZ;201511;69.8
BIZ;201512;59.0
BIZ;201601;60.1
BIZ;201602;73.4
BIZ;201603;57.2
BIZ;201604;49.7
BIZ;201605;43.9
BIZ;201606;44.3
