 

stn;time;tnd00xy0
DLHOH;1879;58
DLHOH;1880;28
DLHOH;1881;44
DLHOH;1882;18
DLHOH;1883;39
DLHOH;1884;29
DLHOH;1885;32
DLHOH;1886;63
DLHOH;1887;66
DLHOH;1888;52
DLHOH;1889;66
DLHOH;1890;58
DLHOH;1891;52
DLHOH;1892;55
DLHOH;1893;54
DLHOH;1894;37
DLHOH;1895;67
DLHOH;1896;45
DLHOH;1897;34
DLHOH;1898;19
DLHOH;1899;38
DLHOH;1900;38
DLHOH;1901;57
DLHOH;1902;37
DLHOH;1903;35
DLHOH;1904;36
DLHOH;1905;40
DLHOH;1906;56
DLHOH;1907;57
DLHOH;1908;55
DLHOH;1909;77
DLHOH;1910;34
DLHOH;1911;40
DLHOH;1912;39
DLHOH;1913;34
DLHOH;1914;39
DLHOH;1915;52
DLHOH;1916;29
DLHOH;1917;69
DLHOH;1918;29
DLHOH;1919;50
DLHOH;1920;36
DLHOH;1921;37
DLHOH;1922;63
DLHOH;1923;55
DLHOH;1924;61
DLHOH;1925;51
DLHOH;1926;38
DLHOH;1927;41
DLHOH;1928;39
DLHOH;1929;59
DLHOH;1930;37
DLHOH;1931;74
DLHOH;1932;47
DLHOH;1933;72
DLHOH;1934;30
DLHOH;1935;62
DLHOH;1936;27
DLHOH;1937;35
DLHOH;1938;44
DLHOH;1939;51
DLHOH;1940;70
DLHOH;1941;61
DLHOH;1942;79
DLHOH;1943;33
DLHOH;1944;60
DLHOH;1945;54
DLHOH;1946;56
DLHOH;1947;63
DLHOH;1948;26
DLHOH;1949;44
DLHOH;1950;46
DLHOH;1951;22
DLHOH;1952;65
DLHOH;1953;52
DLHOH;1954;54
DLHOH;1955;54
DLHOH;1956;75
DLHOH;1957;29
DLHOH;1958;52
DLHOH;1959;24
DLHOH;1960;43
DLHOH;1961;32
DLHOH;1962;66
DLHOH;1963;64
DLHOH;1964;51
DLHOH;1965;64
DLHOH;1966;46
DLHOH;1967;41
DLHOH;1968;58
DLHOH;1969;61
DLHOH;1970;59
DLHOH;1971;44
DLHOH;1972;25
DLHOH;1973;64
DLHOH;1974;37
DLHOH;1975;32
DLHOH;1976;52
DLHOH;1977;37
DLHOH;1978;49
DLHOH;1979;46
DLHOH;1980;56
DLHOH;1981;59
DLHOH;1982;29
DLHOH;1983;47
DLHOH;1984;43
DLHOH;1985;60
DLHOH;1986;55
DLHOH;1987;62
DLHOH;1988;41
DLHOH;1989;15
DLHOH;1990;32
DLHOH;1991;56
DLHOH;1992;35
DLHOH;1993;50
DLHOH;1994;26
DLHOH;1995;40
DLHOH;1996;59
DLHOH;1997;32
DLHOH;1998;51
DLHOH;1999;51
DLHOH;2000;28
DLHOH;2001;48
DLHOH;2002;17
DLHOH;2003;47
DLHOH;2004;50
DLHOH;2005;72
DLHOH;2006;47
DLHOH;2007;27
DLHOH;2008;22
DLHOH;2009;48
DLHOH;2010;68
DLHOH;2011;27
DLHOH;2012;43
DLHOH;2013;56
DLHOH;2014;13
DLHOH;2015;26
