 

stn;time;fklnd3m0
DLMUD;201806;0
DLMUD;201807;0
DLMUD;201808;0
DLMUD;201809;0
DLMUD;201810;0
DLMUD;201811;0
DLMUD;201812;0
DLMUD;201901;0
DLMUD;201902;0
DLMUD;201903;1
DLMUD;201904;0
DLMUD;201905;0
DLMUD;201906;1
DLMUD;201907;0
DLMUD;201908;0
DLMUD;201909;0
DLMUD;201910;0
DLMUD;201911;0
DLMUD;201912;0
DLMUD;202001;0
DLMUD;202002;5
DLMUD;202003;0
DLMUD;202004;0
DLMUD;202005;0
DLMUD;202006;0
DLMUD;202007;0
DLMUD;202008;0
DLMUD;202009;0
DLMUD;202010;0
DLMUD;202011;0
DLMUD;202012;0
DLMUD;202101;0
DLMUD;202102;0
DLMUD;202103;0
