 

stn;time;rre150m0
AGKST;201001;0.0
AGKST;201002;0.0
AGKST;201003;0.0
AGKST;201004;0.0
AGKST;201005;0.0
AGKST;201006;0.0
AGKST;201007;0.0
AGKST;201008;0.0
AGKST;201009;0.0
AGKST;201010;0.0
AGKST;201011;0.0
AGKST;201012;0.0
AGKST;201101;90.4
AGKST;201102;24.8
AGKST;201103;21.0
AGKST;201104;19.4
AGKST;201105;40.3
AGKST;201106;83.2
AGKST;201107;113.3
AGKST;201108;49.0
AGKST;201109;48.4
AGKST;201110;61.8
AGKST;201111;2.3
AGKST;201112;192.0
AGKST;201201;115.5
AGKST;201202;33.1
AGKST;201203;21.3
AGKST;201204;86.5
AGKST;201205;79.1
AGKST;201206;168.3
AGKST;201207;116.8
AGKST;201208;108.0
AGKST;201209;72.2
AGKST;201210;84.8
AGKST;201211;135.9
AGKST;201212;170.4
AGKST;201301;54.1
AGKST;201302;92.0
AGKST;201303;47.3
AGKST;201304;88.4
AGKST;201305;134.6
AGKST;201306;98.5
AGKST;201307;26.1
AGKST;201308;0.0
