 

stn;time;fu3010m1
COM;200710;65.9
COM;200711;72.7
COM;200712;62.6
COM;200801;68.4
COM;200802;49.7
COM;200803;79.6
COM;200804;55.8
COM;200805;49.3
COM;200806;51.5
COM;200807;55.8
COM;200808;63.0
COM;200809;56.9
COM;200810;77.4
COM;200811;56.9
COM;200812;77.4
COM;200901;61.2
COM;200902;62.3
COM;200903;70.2
COM;200904;59.4
COM;200905;67.7
COM;200906;71.6
COM;200907;52.2
COM;200908;55.8
COM;200909;52.2
COM;200910;69.8
COM;200911;47.5
COM;200912;59.8
COM;201001;66.2
COM;201002;64.4
COM;201003;64.4
COM;201004;56.2
COM;201005;67.7
COM;201006;69.8
COM;201007;62.6
COM;201008;66.6
COM;201009;53.3
COM;201010;87.1
COM;201011;49.7
COM;201012;76.7
COM;201101;59.8
COM;201102;62.6
COM;201103;61.9
COM;201104;64.4
COM;201105;57.2
COM;201106;53.3
COM;201107;53.6
COM;201108;77.8
COM;201109;62.3
COM;201110;70.2
COM;201111;32.4
COM;201112;68.0
COM;201201;74.2
COM;201202;77.0
COM;201203;76.3
COM;201204;63.4
COM;201205;65.9
COM;201206;53.6
COM;201207;70.2
COM;201208;68.0
COM;201209;95.0
COM;201210;75.6
COM;201211;66.6
COM;201212;76.0
COM;201301;77.4
COM;201302;82.1
COM;201303;91.4
COM;201304;67.0
COM;201305;54.7
COM;201306;70.6
COM;201307;76.7
COM;201308;60.1
COM;201309;59.8
COM;201310;70.6
COM;201311;94.0
COM;201312;91.8
COM;201401;66.2
COM;201402;59.0
COM;201403;59.0
COM;201404;59.8
COM;201405;75.6
COM;201406;55.4
COM;201407;52.9
COM;201408;55.4
COM;201409;73.8
COM;201410;91.8
COM;201411;63.0
COM;201412;86.4
COM;201501;83.5
COM;201502;111.6
COM;201503;95.8
COM;201504;71.3
COM;201505;67.3
COM;201506;58.3
COM;201507;74.2
COM;201508;54.0
COM;201509;65.9
COM;201510;41.8
COM;201511;77.8
COM;201512;44.6
COM;201601;60.1
COM;201602;69.1
COM;201603;81.0
COM;201604;60.8
COM;201605;63.4
COM;201606;63.0
COM;201607;70.2
COM;201608;61.9
COM;201609;63.7
COM;201610;90.0
COM;201611;57.2
COM;201612;73.1
COM;201701;70.2
COM;201702;80.6
COM;201703;72.7
COM;201704;67.0
COM;201705;56.5
COM;201706;58.0
COM;201707;69.5
COM;201708;50.8
COM;201709;60.8
COM;201710;82.4
COM;201711;91.1
COM;201712;58.7
COM;201801;46.4
COM;201802;63.4
COM;201803;72.4
COM;201804;67.3
COM;201805;56.9
COM;201806;56.5
COM;201807;66.6
COM;201808;62.6
COM;201809;74.2
COM;201810;105.5
COM;201811;68.8
COM;201812;66.2
COM;201901;93.2
COM;201902;85.0
COM;201903;69.8
COM;201904;68.8
COM;201905;94.7
COM;201906;66.2
COM;201907;79.9
COM;201908;47.9
COM;201909;46.4
COM;201910;59.8
COM;201911;55.8
COM;201912;64.1
COM;202001;52.6
COM;202002;87.5
COM;202003;56.2
COM;202004;60.1
COM;202005;61.6
COM;202006;56.5
COM;202007;68.4
COM;202008;70.6
COM;202009;65.9
COM;202010;78.1
COM;202011;71.3
COM;202012;86.4
COM;202101;54.7
COM;202102;46.1
COM;202103;87.5
