 

stn;time;rhh150mx
DLBWB;200712;6.4
DLBWB;200801;7.1
DLBWB;200802;5.1
DLBWB;200803;12.0
DLBWB;200804;5.3
DLBWB;200805;10.8
DLBWB;200806;14.5
DLBWB;200807;6.2
DLBWB;200808;9.1
DLBWB;200809;6.1
DLBWB;200810;8.7
DLBWB;200811;7.0
DLBWB;200812;2.2
DLBWB;200901;5.0
DLBWB;200902;2.6
DLBWB;200903;6.4
DLBWB;200904;5.7
DLBWB;200905;12.2
DLBWB;200906;4.4
DLBWB;200907;26.1
DLBWB;200908;15.4
DLBWB;200909;3.6
DLBWB;200910;13.8
DLBWB;200911;5.0
DLBWB;200912;4.2
DLBWB;201001;3.4
DLBWB;201002;2.8
DLBWB;201003;2.3
DLBWB;201004;2.3
DLBWB;201005;8.3
DLBWB;201006;7.2
DLBWB;201007;17.1
DLBWB;201008;10.0
DLBWB;201009;9.6
DLBWB;201010;3.1
DLBWB;201011;5.7
DLBWB;201012;2.9
DLBWB;201101;3.9
DLBWB;201102;2.0
DLBWB;201103;1.5
DLBWB;201104;4.8
DLBWB;201105;8.7
DLBWB;201106;7.1
DLBWB;201107;23.2
DLBWB;201108;11.5
DLBWB;201109;2.4
DLBWB;201110;8.8
DLBWB;201111;1.1
DLBWB;201112;9.8
DLBWB;201201;9.1
DLBWB;201202;3.6
DLBWB;201203;1.6
DLBWB;201204;3.9
DLBWB;201205;3.2
DLBWB;201206;13.2
DLBWB;201207;8.7
DLBWB;201208;8.4
DLBWB;201209;5.6
DLBWB;201210;4.5
DLBWB;201211;4.7
DLBWB;201212;4.1
DLBWB;201301;5.5
DLBWB;201302;7.9
DLBWB;201303;2.3
DLBWB;201304;3.0
