 

stn;time;tre200y0
DLNUE;1955;7.6
DLNUE;1956;6.8
DLNUE;1957;8.7
DLNUE;1958;8.5
DLNUE;1959;9.0
DLNUE;1960;8.8
DLNUE;1961;9.2
DLNUE;1962;7.4
DLNUE;1963;7.3
DLNUE;1964;8.6
DLNUE;1965;7.9
DLNUE;1966;9.0
DLNUE;1967;9.3
DLNUE;1968;8.5
DLNUE;1969;8.4
DLNUE;1970;8.5
DLNUE;1971;8.8
DLNUE;1972;8.2
DLNUE;1973;8.6
DLNUE;1974;9.4
DLNUE;1975;9.4
DLNUE;1976;9.3
DLNUE;1977;9.5
DLNUE;1978;8.3
DLNUE;1979;8.6
DLNUE;1980;8.3
DLNUE;1981;8.8
DLNUE;1982;9.3
DLNUE;1983;9.5
DLNUE;1984;8.3
DLNUE;1985;7.8
DLNUE;1986;8.6
DLNUE;1987;8.1
DLNUE;1988;9.8
DLNUE;1989;9.9
DLNUE;1990;9.9
DLNUE;1991;8.9
DLNUE;1992;10.0
DLNUE;1993;9.4
DLNUE;1994;10.8
DLNUE;1995;9.7
DLNUE;1996;7.5
DLNUE;1997;9.1
DLNUE;1998;9.4
DLNUE;1999;9.5
DLNUE;2000;10.1
DLNUE;2001;9.3
DLNUE;2002;9.8
DLNUE;2003;9.8
DLNUE;2004;9.2
DLNUE;2005;9.1
DLNUE;2006;9.7
DLNUE;2007;10.0
DLNUE;2008;9.8
DLNUE;2009;9.4
DLNUE;2010;8.4
DLNUE;2011;10.0
DLNUE;2012;9.7
DLNUE;2013;9.3
DLNUE;2014;10.8
DLNUE;2015;10.7
DLNUE;2016;10.0
DLNUE;2017;10.0
DLNUE;2018;11.2
DLNUE;2019;10.7
DLNUE;2020;10.6
