 

stn;time;hns000y0
RAG;1959;73
RAG;1960;44
RAG;1961;80
RAG;1962;171
RAG;1963;78
RAG;1964;144
RAG;1965;197
RAG;1966;243
RAG;1967;140
RAG;1968;272
RAG;1969;161
RAG;1970;213
RAG;1971;170
RAG;1972;35
RAG;1973;220
RAG;1974;125
RAG;1975;111
RAG;1976;109
RAG;1977;120
RAG;1978;140
RAG;1979;123
RAG;1980;117
RAG;1981;330
RAG;1982;71
RAG;1983;113
RAG;1984;127
RAG;1985;140
RAG;1986;243
RAG;1987;114
RAG;1988;145
RAG;1989;13
RAG;1990;122
RAG;1991;80
RAG;1992;72
RAG;1993;156
RAG;1994;48
RAG;1995;267
RAG;1996;90
RAG;1997;15
RAG;1998;55
RAG;1999;312
RAG;2000;69
RAG;2001;82
RAG;2002;24
RAG;2003;173
RAG;2004;117
RAG;2005;217
RAG;2006;80
RAG;2007;76
RAG;2008;103
RAG;2009;118
RAG;2010;144
RAG;2011;94
