 

stn;time;rti150yx
OTN;1900;19001205
OTN;1901;19010723
OTN;1902;19020517
OTN;1903;19030818
OTN;1904;19040523
OTN;1905;19050811
OTN;1906;19060520
OTN;1907;19071208
OTN;1908;19080720
OTN;1909;19090709
OTN;1910;19100119
OTN;1911;19110619
OTN;1912;19121002
OTN;1913;19131112
OTN;1914;19140815
OTN;1915;19150904
OTN;1916;19160618
OTN;1917;19170412
OTN;1918;19180615
OTN;1919;19191223
OTN;1920;19200708
OTN;1921;19211103
OTN;1922;19220617
OTN;1923;19231021
OTN;1924;19241031
OTN;1925;19251225
OTN;1926;19260622
OTN;1927;19270710
OTN;1928;19281125
OTN;1929;19291019
OTN;1930;19300718
OTN;1931;19310520
OTN;1932;19320701
OTN;1933;19330707
OTN;1934;19340909
OTN;1935;19351201
OTN;1936;19360924
OTN;1937;19370318
OTN;1938;19380613
OTN;1939;19390630
OTN;1940;19400625
OTN;1941;19411119
OTN;1942;19420707
OTN;1943;19431113
OTN;1944;19441107
OTN;1945;19450810
OTN;1946;19460613
OTN;1947;19471115
OTN;1948;19480705
OTN;1949;19491217
OTN;1950;19501125
OTN;1951;19511022
OTN;1952;19521024
OTN;1953;19530821
OTN;1954;19540821
OTN;1955;19550111
OTN;1956;19560810
OTN;1957;19570708
OTN;1958;19580416
OTN;1959;19590711
OTN;1960;19600811
OTN;1961;19610714
OTN;1962;19620101
OTN;1963;19630607
OTN;1964;19641007
OTN;1965;19650730
OTN;1966;19660802
OTN;1967;19671116
OTN;1968;19680921
OTN;1969;19690618
OTN;1970;19700814
OTN;1971;19710619
OTN;1972;19721122
OTN;1973;19730623
OTN;1974;19740617
OTN;1975;19750529
OTN;1976;19760726
OTN;1977;19770428
OTN;1978;19780807
OTN;1979;19790818
OTN;1980;19801007
OTN;1981;19810525
OTN;1982;19820724
OTN;1983;19831126
OTN;1984;19841001
OTN;1985;19850706
OTN;1986;19860527
