 

stn;time;rre150yx
OBD;1901;82.3
OBD;1902;45.6
OBD;1903;49.3
OBD;1904;48.7
OBD;1905;44.6
OBD;1906;72.5
OBD;1907;54.4
OBD;1908;62.1
OBD;1909;47.0
OBD;1910;101.5
OBD;1911;43.8
OBD;1912;55.8
OBD;1913;53.5
OBD;1914;83.3
OBD;1915;49.4
OBD;1916;46.1
OBD;1917;47.3
OBD;1918;70.2
OBD;1919;74.8
OBD;1920;55.1
OBD;1921;85.0
OBD;1922;70.0
OBD;1923;48.0
OBD;1924;50.3
OBD;1925;51.1
OBD;1926;116.4
OBD;1927;73.4
OBD;1928;49.1
OBD;1929;41.9
OBD;1930;60.5
OBD;1931;78.3
OBD;1932;45.1
OBD;1933;50.0
OBD;1934;79.6
OBD;1935;69.6
OBD;1936;72.1
OBD;1937;60.9
OBD;1938;87.6
OBD;1939;84.7
OBD;1940;81.3
OBD;1941;55.0
OBD;1942;46.4
OBD;1943;56.0
OBD;1944;55.9
OBD;1945;61.0
OBD;1946;97.9
OBD;1947;54.9
OBD;1948;51.5
OBD;1949;41.7
OBD;1950;51.6
OBD;1951;66.3
OBD;1952;40.7
OBD;1953;100.5
OBD;1954;131.0
OBD;1955;75.2
OBD;1956;55.4
OBD;1957;88.8
OBD;1958;51.7
OBD;1959;66.1
OBD;1960;50.6
OBD;1961;51.6
OBD;1962;51.5
OBD;1963;72.9
OBD;1964;59.2
OBD;1965;95.6
OBD;1966;75.5
OBD;1967;48.7
OBD;1968;55.8
OBD;1969;48.7
OBD;1970;77.1
OBD;1971;70.5
OBD;1972;45.7
OBD;1973;61.5
OBD;1974;40.8
OBD;1975;46.0
OBD;1976;75.8
OBD;1977;78.9
OBD;1978;109.2
OBD;1979;56.7
OBD;1980;40.4
OBD;1981;72.4
OBD;1982;60.7
OBD;1983;56.2
OBD;1984;102.7
OBD;1985;76.7
OBD;1986;55.8
OBD;1987;81.5
OBD;1988;39.9
OBD;1989;72.6
OBD;1990;56.1
OBD;1991;73.8
OBD;1992;61.1
OBD;1993;64.6
OBD;1994;38.8
OBD;1995;66.1
OBD;1996;60.5
OBD;1997;58.6
OBD;1998;53.6
OBD;1999;100.1
OBD;2000;76.8
OBD;2001;62.5
OBD;2002;64.1
OBD;2003;42.5
OBD;2004;45.6
OBD;2005;95.1
OBD;2006;52.3
OBD;2007;45.1
OBD;2008;50.3
OBD;2009;88.8
OBD;2010;70.8
OBD;2011;53.1
OBD;2012;66.6
OBD;2013;56.1
OBD;2014;50.0
OBD;2015;63.7
OBD;2016;72.1
OBD;2017;61.2
OBD;2018;56.3
OBD;2019;46.8
OBD;2020;74.0
