 

stn;time;hns000y0
RHF;1961;1
RHF;1962;84
RHF;1963;73
RHF;1964;61
RHF;1965;86
RHF;1966;61
RHF;1967;14
RHF;1968;77
RHF;1969;65
RHF;1970;30
RHF;1971;11
RHF;1972;10
RHF;1973;32
RHF;1974;0
RHF;1975;23
RHF;1976;40
RHF;1977;31
RHF;1978;50
RHF;1979;37
RHF;1980;50
RHF;1981;41
RHF;1982;11
RHF;1983;22
RHF;1984;34
RHF;1985;53
RHF;1986;111
RHF;1987;30
RHF;1988;34
RHF;1989;4
RHF;1990;31
RHF;1991;13
RHF;1992;10
RHF;1993;20
RHF;1994;3
RHF;1995;17
RHF;1996;28
RHF;1997;5
RHF;1998;27
RHF;1999;61
RHF;2000;12
RHF;2001;21
RHF;2002;2
RHF;2003;22
RHF;2004;48
