 

stn;time;rre150yx
BOT;1901;58.5
BOT;1902;51.6
BOT;1903;33.2
BOT;1904;53.9
BOT;1905;55.0
BOT;1906;38.5
BOT;1907;30.0
BOT;1908;44.0
BOT;1909;37.9
BOT;1910;72.0
BOT;1911;41.4
BOT;1912;57.0
BOT;1913;47.2
BOT;1914;52.5
BOT;1915;56.7
BOT;1916;48.1
BOT;1917;66.0
BOT;1918;83.8
BOT;1919;55.6
BOT;1920;51.4
BOT;1921;35.9
BOT;1922;48.9
BOT;1923;41.8
BOT;1924;52.0
BOT;1925;45.0
BOT;1926;38.5
BOT;1927;51.8
BOT;1928;63.5
BOT;1929;44.8
BOT;1930;63.4
BOT;1931;35.2
BOT;1932;64.9
BOT;1933;55.5
BOT;1934;59.2
BOT;1935;79.8
BOT;1936;41.6
BOT;1937;41.4
BOT;1938;60.3
BOT;1939;55.1
BOT;1940;50.2
BOT;1941;38.4
BOT;1942;34.6
BOT;1943;36.2
BOT;1944;78.5
BOT;1945;62.5
BOT;1946;49.8
BOT;1947;45.8
BOT;1948;56.2
BOT;1949;52.8
BOT;1950;97.2
BOT;1951;49.1
BOT;1952;42.3
BOT;1953;41.5
BOT;1954;66.7
BOT;1955;69.5
BOT;1956;82.5
BOT;1957;86.7
BOT;1958;60.1
BOT;1959;41.3
BOT;1960;51.5
BOT;1961;42.3
BOT;1962;50.9
BOT;1963;42.6
BOT;1964;37.0
BOT;1965;50.8
BOT;1966;53.2
BOT;1967;34.9
BOT;1968;56.8
BOT;1969;54.2
BOT;1970;71.1
BOT;1971;42.8
BOT;1972;54.6
BOT;1973;85.2
BOT;1974;50.9
BOT;1975;35.1
BOT;1976;44.9
BOT;1977;55.0
BOT;1978;74.7
BOT;1979;81.3
BOT;1980;46.7
BOT;1981;53.4
BOT;1982;55.1
BOT;1983;69.9
BOT;1984;44.7
BOT;1985;56.2
BOT;1986;59.9
BOT;1987;46.7
BOT;1988;47.5
BOT;1989;46.8
BOT;1990;105.6
BOT;1991;76.1
BOT;1992;45.1
BOT;1993;49.3
BOT;1994;47.2
BOT;1995;55.2
BOT;1996;60.5
BOT;1997;71.2
BOT;1998;30.8
BOT;1999;45.8
BOT;2000;37.6
BOT;2001;43.6
BOT;2002;72.9
BOT;2003;33.5
BOT;2004;57.2
BOT;2005;66.9
BOT;2006;47.6
BOT;2007;72.5
BOT;2008;37.4
BOT;2009;55.3
BOT;2010;56.1
BOT;2011;29.9
BOT;2012;44.7
BOT;2013;52.1
BOT;2014;46.9
BOT;2015;76.3
BOT;2016;44.1
BOT;2017;43.0
