 

stn;time;rsd300y0
SUG;1900;0
SUG;1901;6
SUG;1902;4
SUG;1903;3
SUG;1904;1
SUG;1905;4
SUG;1906;4
SUG;1907;2
SUG;1908;5
SUG;1909;2
SUG;1910;3
SUG;1911;0
SUG;1912;2
SUG;1913;0
SUG;1914;3
SUG;1915;1
SUG;1916;1
SUG;1917;0
SUG;1918;2
SUG;1919;3
SUG;1920;2
SUG;1921;1
SUG;1922;3
SUG;1923;1
SUG;1924;1
SUG;1925;2
SUG;1926;2
SUG;1927;3
SUG;1928;2
SUG;1929;1
SUG;1930;2
SUG;1931;3
SUG;1932;3
SUG;1933;3
SUG;1934;4
SUG;1935;3
SUG;1936;4
SUG;1937;1
SUG;1938;3
SUG;1939;3
SUG;1940;8
SUG;1941;1
SUG;1942;0
SUG;1943;0
SUG;1944;4
SUG;1945;2
SUG;1946;4
SUG;1947;2
SUG;1948;1
SUG;1949;0
SUG;1950;3
SUG;1951;1
SUG;1952;0
SUG;1953;1
SUG;1954;2
SUG;1955;1
SUG;1956;3
SUG;1957;3
SUG;1958;3
SUG;1959;5
SUG;1960;3
SUG;1961;2
SUG;1962;2
SUG;1963;2
SUG;1964;2
SUG;1965;4
SUG;1966;1
SUG;1967;2
SUG;1968;2
SUG;1969;3
SUG;1970;0
SUG;1971;2
SUG;1972;3
SUG;1973;3
SUG;1974;2
SUG;1975;2
SUG;1976;3
SUG;1977;3
SUG;1978;4
SUG;1979;5
SUG;1980;0
SUG;1981;5
SUG;1982;0
SUG;1983;3
SUG;1984;3
SUG;1985;1
SUG;1986;4
SUG;1987;2
SUG;1988;2
SUG;1989;1
SUG;1990;0
SUG;1991;4
SUG;1992;2
SUG;1993;6
SUG;1994;4
SUG;1995;7
SUG;1996;2
SUG;1997;1
SUG;1998;4
SUG;1999;5
SUG;2000;6
SUG;2001;3
SUG;2002;6
SUG;2003;0
SUG;2004;2
SUG;2005;2
SUG;2006;5
SUG;2007;6
SUG;2008;4
SUG;2009;4
SUG;2010;4
SUG;2011;1
