 

stn;time;rs1000y0
CMD;1940;3
CMD;1941;1
CMD;1942;7
CMD;1943;3
CMD;1944;1
CMD;1945;2
CMD;1946;0
CMD;1947;4
CMD;1948;3
CMD;1949;2
CMD;1950;2
CMD;1951;9
CMD;1952;1
CMD;1953;1
CMD;1954;4
CMD;1955;3
CMD;1956;4
CMD;1957;4
CMD;1958;4
CMD;1959;2
CMD;1960;7
CMD;1961;2
CMD;1962;0
CMD;1963;5
CMD;1964;2
CMD;1965;10
CMD;1966;4
CMD;1967;2
CMD;1968;4
CMD;1969;2
CMD;1970;4
CMD;1971;1
CMD;1972;1
CMD;1973;3
CMD;1974;1
CMD;1975;4
CMD;1976;6
CMD;1977;11
CMD;1978;3
CMD;1979;5
CMD;1980;3
CMD;1981;10
CMD;1982;2
CMD;1983;5
CMD;1984;3
CMD;1985;2
CMD;1986;5
CMD;1987;6
CMD;1988;5
CMD;1989;4
CMD;1990;4
CMD;1991;4
CMD;1992;5
CMD;1993;10
CMD;1994;7
CMD;1995;3
CMD;1996;5
CMD;1997;3
CMD;1998;6
CMD;1999;5
CMD;2000;6
CMD;2001;1
CMD;2002;9
CMD;2003;1
CMD;2004;4
CMD;2005;0
CMD;2006;4
CMD;2007;2
CMD;2008;4
CMD;2009;5
CMD;2010;1
CMD;2011;2
CMD;2012;3
CMD;2013;3
CMD;2014;7
CMD;2015;1
CMD;2016;3
CMD;2017;5
CMD;2018;3
CMD;2019;8
CMD;2020;2
