 

stn;time;rs1000m0
DLNEU;200503;0
DLNEU;200504;0
DLNEU;200505;0
DLNEU;200506;0
DLNEU;200507;0
DLNEU;200508;0
DLNEU;200509;0
DLNEU;200510;0
DLNEU;200511;0
DLNEU;200512;0
DLNEU;200601;0
DLNEU;200602;0
DLNEU;200603;0
DLNEU;200604;0
DLNEU;200605;0
DLNEU;200606;0
DLNEU;200607;0
DLNEU;200608;0
DLNEU;200609;0
DLNEU;200610;0
DLNEU;200611;0
DLNEU;200612;0
DLNEU;200701;0
DLNEU;200702;0
DLNEU;200703;0
DLNEU;200704;0
DLNEU;200705;0
DLNEU;200706;0
DLNEU;200707;0
DLNEU;200708;0
DLNEU;200709;0
DLNEU;200710;0
DLNEU;200711;0
DLNEU;200712;0
DLNEU;200801;0
DLNEU;200802;0
DLNEU;200803;0
DLNEU;200804;0
DLNEU;200805;0
DLNEU;200806;0
DLNEU;200807;0
DLNEU;200808;0
DLNEU;200809;0
DLNEU;200810;0
DLNEU;200811;0
DLNEU;200812;0
DLNEU;200901;0
DLNEU;200902;0
DLNEU;200903;0
DLNEU;200904;0
DLNEU;200905;0
DLNEU;200906;0
DLNEU;200907;0
DLNEU;200908;0
DLNEU;200909;0
DLNEU;200910;0
DLNEU;200911;0
DLNEU;200912;0
DLNEU;201001;0
DLNEU;201002;0
DLNEU;201003;0
DLNEU;201004;0
DLNEU;201005;0
DLNEU;201006;0
DLNEU;201007;0
DLNEU;201008;0
DLNEU;201009;0
DLNEU;201010;0
DLNEU;201011;0
DLNEU;201012;0
DLNEU;201101;0
DLNEU;201102;0
DLNEU;201103;0
DLNEU;201104;0
DLNEU;201105;0
DLNEU;201106;0
DLNEU;201107;0
DLNEU;201108;0
DLNEU;201109;0
DLNEU;201110;0
DLNEU;201111;0
DLNEU;201112;0
DLNEU;201201;0
DLNEU;201202;0
DLNEU;201203;0
DLNEU;201204;0
DLNEU;201205;0
DLNEU;201206;0
DLNEU;201207;0
DLNEU;201208;0
DLNEU;201209;0
DLNEU;201210;0
DLNEU;201211;0
DLNEU;201212;0
DLNEU;201301;0
DLNEU;201302;0
DLNEU;201303;0
DLNEU;201304;0
DLNEU;201305;0
DLNEU;201306;0
DLNEU;201307;0
DLNEU;201308;0
DLNEU;201309;0
DLNEU;201310;0
DLNEU;201311;0
DLNEU;201312;0
DLNEU;201401;0
DLNEU;201402;0
DLNEU;201403;0
DLNEU;201404;0
DLNEU;201405;0
DLNEU;201406;0
DLNEU;201407;0
DLNEU;201408;0
DLNEU;201409;0
DLNEU;201410;0
DLNEU;201411;0
DLNEU;201412;0
DLNEU;201501;0
DLNEU;201502;0
DLNEU;201503;0
DLNEU;201504;0
DLNEU;201505;0
DLNEU;201506;0
DLNEU;201507;0
DLNEU;201508;0
DLNEU;201509;0
DLNEU;201510;0
DLNEU;201511;0
DLNEU;201512;0
DLNEU;201601;0
DLNEU;201602;0
DLNEU;201603;0
DLNEU;201604;0
DLNEU;201605;0
DLNEU;201606;0
DLNEU;201607;0
DLNEU;201608;0
DLNEU;201609;0
DLNEU;201610;0
DLNEU;201611;0
DLNEU;201612;0
DLNEU;201701;0
DLNEU;201702;0
DLNEU;201703;0
DLNEU;201704;0
DLNEU;201705;0
DLNEU;201706;0
DLNEU;201707;0
DLNEU;201708;0
DLNEU;201709;0
DLNEU;201710;0
DLNEU;201711;0
DLNEU;201712;0
DLNEU;201801;0
DLNEU;201802;0
DLNEU;201803;0
DLNEU;201804;0
DLNEU;201805;0
DLNEU;201806;0
DLNEU;201807;0
DLNEU;201808;0
DLNEU;201809;0
DLNEU;201810;0
DLNEU;201811;0
DLNEU;201812;0
DLNEU;201901;0
DLNEU;201902;0
DLNEU;201903;0
DLNEU;201904;0
DLNEU;201905;0
DLNEU;201906;0
DLNEU;201907;0
DLNEU;201908;0
DLNEU;201909;0
DLNEU;201910;0
DLNEU;201911;0
DLNEU;201912;0
DLNEU;202001;0
DLNEU;202002;0
DLNEU;202003;0
