 

stn;time;hns000y0
AIG;1982;18
AIG;1983;14
AIG;1984;36
AIG;1985;121
AIG;1986;66
AIG;1987;32
AIG;1988;43
AIG;1989;5
AIG;1990;24
AIG;1991;22
AIG;1992;10
AIG;1993;7
AIG;1994;0
AIG;1995;64
AIG;1996;51
AIG;1997;5
AIG;1998;33
AIG;1999;80
AIG;2000;13
AIG;2001;25
AIG;2002;0
AIG;2003;37
AIG;2004;23
AIG;2005;105
AIG;2006;8
AIG;2007;1
AIG;2008;35
AIG;2009;32
AIG;2010;68
AIG;2011;12
AIG;2012;37
AIG;2013;44
AIG;2014;10
AIG;2015;25
AIG;2016;13
AIG;2017;46
AIG;2018;2
AIG;2019;11
AIG;2020;0
