 

stn;time;rhh150mx
DLMUC;200901;1.9
DLMUC;200902;1.8
DLMUC;200903;3.6
DLMUC;200904;4.2
DLMUC;200905;5.2
DLMUC;200906;13.3
DLMUC;200907;24.9
DLMUC;200908;7.4
DLMUC;200909;5.3
DLMUC;200910;5.8
DLMUC;200911;2.6
DLMUC;200912;3.3
DLMUC;201001;2.1
DLMUC;201002;1.9
DLMUC;201003;1.8
DLMUC;201004;6.1
DLMUC;201005;10.6
DLMUC;201006;8.0
DLMUC;201007;13.3
DLMUC;201008;10.6
DLMUC;201009;7.2
DLMUC;201010;4.1
DLMUC;201011;2.6
DLMUC;201012;2.2
DLMUC;201101;2.2
DLMUC;201102;0.8
DLMUC;201103;4.8
DLMUC;201104;5.6
DLMUC;201105;7.3
DLMUC;201106;52.3
DLMUC;201107;20.5
DLMUC;201108;7.5
DLMUC;201109;15.7
DLMUC;201110;5.6
DLMUC;201111;0.5
DLMUC;201112;4.2
DLMUC;201201;6.7
DLMUC;201202;1.5
DLMUC;201203;2.1
DLMUC;201204;3.8
DLMUC;201205;10.4
DLMUC;201206;38.0
DLMUC;201207;5.5
DLMUC;201208;16.6
DLMUC;201209;2.9
DLMUC;201210;5.3
DLMUC;201211;3.0
DLMUC;201212;3.2
DLMUC;201301;2.8
DLMUC;201302;2.1
DLMUC;201303;1.8
DLMUC;201304;2.2
DLMUC;201305;12.4
DLMUC;201306;9.5
DLMUC;201307;5.3
DLMUC;201308;6.9
DLMUC;201309;6.7
