 

stn;time;tnd00xy0
CHD;1937;14
CHD;1938;28
CHD;1939;34
CHD;1940;46
CHD;1941;34
CHD;1942;51
CHD;1943;18
CHD;1944;39
CHD;1945;31
CHD;1946;29
CHD;1947;34
CHD;1948;23
CHD;1949;22
CHD;1950;35
CHD;1951;10
CHD;1952;42
CHD;1953;40
CHD;1954;30
CHD;1955;17
CHD;1956;44
CHD;1957;26
CHD;1958;22
CHD;1959;18
CHD;1960;28
CHD;1961;14
CHD;1962;31
CHD;1963;48
CHD;1964;25
CHD;1965;22
CHD;1966;23
CHD;1967;25
CHD;1968;22
CHD;1969;46
CHD;1970;28
CHD;1971;23
CHD;1972;13
CHD;1973;26
CHD;1974;5
CHD;1975;13
CHD;1976;26
CHD;1977;21
CHD;1978;25
CHD;1979;24
CHD;1980;30
CHD;1981;36
CHD;1982;11
CHD;1983;22
CHD;1984;27
CHD;1985;45
CHD;1986;33
CHD;1987;32
CHD;1988;21
CHD;1989;6
CHD;1990;18
CHD;1991;19
CHD;1992;17
CHD;1993;22
CHD;1994;10
CHD;1995;19
CHD;1996;23
CHD;1997;9
CHD;1998;31
