 

stn;time;fu3010m1
IYWEL;201405;44.3
IYWEL;201406;43.6
IYWEL;201407;38.2
IYWEL;201408;33.8
IYWEL;201409;37.8
IYWEL;201410;45.7
IYWEL;201411;40.0
IYWEL;201412;50.8
IYWEL;201501;51.1
IYWEL;201502;48.6
IYWEL;201503;53.6
IYWEL;201504;44.3
IYWEL;201505;52.6
IYWEL;201506;46.8
IYWEL;201507;55.1
IYWEL;201508;39.2
IYWEL;201509;53.3
IYWEL;201510;35.6
IYWEL;201511;28.8
IYWEL;201512;33.8
IYWEL;201601;31.7
IYWEL;201602;42.5
IYWEL;201603;40.7
IYWEL;201604;44.3
IYWEL;201605;37.4
IYWEL;201606;47.5
IYWEL;201607;48.6
IYWEL;201608;42.1
IYWEL;201609;41.8
IYWEL;201610;38.2
IYWEL;201611;33.5
