 

stn;time;rs1000m0
IYPFE;195105;0
IYPFE;195106;0
IYPFE;195107;0
IYPFE;195108;0
IYPFE;195109;0
IYPFE;195110;0
IYPFE;195111;0
IYPFE;195112;0
IYPFE;195201;0
IYPFE;195202;0
IYPFE;195203;0
IYPFE;195204;0
IYPFE;195205;0
IYPFE;195206;0
IYPFE;195207;0
IYPFE;195208;0
IYPFE;195209;0
IYPFE;195210;0
IYPFE;195211;0
IYPFE;195212;0
IYPFE;195301;0
IYPFE;195302;0
IYPFE;195303;0
IYPFE;195304;0
IYPFE;195305;0
IYPFE;195306;0
IYPFE;195307;0
IYPFE;195308;0
IYPFE;195309;0
IYPFE;195310;0
IYPFE;195311;0
IYPFE;195312;0
IYPFE;195401;0
