 

stn;time;rhh150mx
DOB;201301;5.9
DOB;201302;4.5
DOB;201303;2.3
DOB;201304;6.8
DOB;201305;9.4
DOB;201306;10.4
DOB;201307;15.1
DOB;201308;8.3
DOB;201309;11.0
DOB;201310;4.9
DOB;201311;6.9
DOB;201312;3.6
DOB;201401;3.3
DOB;201402;5.3
DOB;201403;3.5
DOB;201404;5.2
DOB;201405;5.5
DOB;201406;21.7
DOB;201407;11.2
DOB;201408;8.6
DOB;201409;8.8
DOB;201410;10.1
DOB;201411;6.8
DOB;201412;2.3
DOB;201501;5.1
DOB;201502;1.9
DOB;201503;10.0
DOB;201504;7.7
DOB;201505;10.5
DOB;201506;8.7
DOB;201507;7.0
DOB;201508;7.0
DOB;201509;6.2
DOB;201510;10.1
DOB;201511;10.2
DOB;201512;4.5
DOB;201601;4.1
DOB;201602;4.0
DOB;201603;2.3
DOB;201604;5.1
DOB;201605;6.9
DOB;201606;18.9
DOB;201607;34.0
DOB;201608;14.0
DOB;201609;7.7
DOB;201610;4.9
DOB;201611;3.4
DOB;201612;1.7
DOB;201701;4.6
DOB;201702;4.5
DOB;201703;4.9
DOB;201704;6.5
DOB;201705;7.3
DOB;201706;8.5
DOB;201707;8.3
DOB;201708;15.7
DOB;201709;10.0
DOB;201710;7.6
DOB;201711;7.8
DOB;201712;5.5
DOB;201801;6.2
DOB;201802;3.2
DOB;201803;4.2
DOB;201804;4.0
DOB;201805;6.6
DOB;201806;9.5
DOB;201807;4.1
DOB;201808;20.4
DOB;201809;15.2
DOB;201810;7.7
DOB;201811;1.5
