 

stn;time;rzz150yx
SAM;1981;2.0
SAM;1982;2.2
SAM;1983;4.5
SAM;1984;2.8
SAM;1985;3.2
SAM;1986;3.8
SAM;1987;2.9
SAM;1988;3.1
SAM;1989;5.0
SAM;1990;3.0
SAM;1991;3.0
SAM;1992;7.1
SAM;1993;4.4
SAM;1994;5.9
SAM;1995;11.2
SAM;1996;4.4
SAM;1997;2.9
SAM;1998;5.3
SAM;1999;3.9
SAM;2000;9.9
SAM;2001;3.8
SAM;2002;10.8
SAM;2003;5.7
SAM;2004;3.7
SAM;2005;4.7
SAM;2006;3.2
SAM;2007;5.0
SAM;2008;6.5
SAM;2009;3.7
SAM;2010;4.1
SAM;2011;4.6
SAM;2012;2.5
SAM;2013;3.9
SAM;2014;7.8
SAM;2015;6.4
SAM;2016;4.0
SAM;2017;6.7
SAM;2018;3.8
SAM;2019;2.7
SAM;2020;4.1
