 

stn;time;rs1000y0
DLFRB;1950;0
DLFRB;1951;0
DLFRB;1952;0
DLFRB;1953;0
DLFRB;1954;0
DLFRB;1955;0
DLFRB;1956;0
DLFRB;1957;0
DLFRB;1958;0
DLFRB;1959;0
DLFRB;1960;0
DLFRB;1961;0
DLFRB;1962;0
DLFRB;1963;0
DLFRB;1964;0
DLFRB;1965;0
DLFRB;1966;0
DLFRB;1967;0
DLFRB;1968;0
DLFRB;1969;0
DLFRB;1970;0
DLFRB;1971;0
DLFRB;1972;0
DLFRB;1973;0
DLFRB;1974;0
DLFRB;1975;0
DLFRB;1976;0
DLFRB;1977;0
DLFRB;1978;0
DLFRB;1979;0
DLFRB;1980;0
DLFRB;1981;0
DLFRB;1982;0
DLFRB;1983;0
DLFRB;1984;0
DLFRB;1985;0
DLFRB;1986;0
DLFRB;1987;0
DLFRB;1988;0
DLFRB;1989;0
DLFRB;1990;0
DLFRB;1991;0
DLFRB;1992;0
DLFRB;1993;0
DLFRB;1994;0
DLFRB;1995;0
DLFRB;1996;0
DLFRB;1997;0
DLFRB;1998;0
DLFRB;1999;0
DLFRB;2000;0
DLFRB;2001;0
DLFRB;2002;0
DLFRB;2003;0
DLFRB;2004;0
DLFRB;2005;0
DLFRB;2006;0
DLFRB;2007;0
DLFRB;2008;0
DLFRB;2009;0
DLFRB;2010;0
DLFRB;2011;0
DLFRB;2012;0
DLFRB;2013;0
DLFRB;2014;0
DLFRB;2015;0
