 

stn;time;rre150yx
DLGAR;1946;50.8
DLGAR;1947;57.1
DLGAR;1948;48.4
DLGAR;1949;45.4
DLGAR;1950;46.0
DLGAR;1951;59.6
DLGAR;1952;46.9
DLGAR;1953;56.0
DLGAR;1954;75.4
DLGAR;1955;63.2
DLGAR;1956;62.4
DLGAR;1957;82.5
DLGAR;1958;48.0
DLGAR;1959;94.9
DLGAR;1960;33.2
DLGAR;1961;51.7
DLGAR;1962;51.7
DLGAR;1963;36.7
DLGAR;1964;57.9
DLGAR;1965;72.6
DLGAR;1966;55.1
DLGAR;1967;39.0
DLGAR;1968;54.7
DLGAR;1969;30.9
DLGAR;1970;78.4
DLGAR;1971;46.7
DLGAR;1972;34.6
DLGAR;1973;48.0
DLGAR;1974;60.1
DLGAR;1975;55.8
DLGAR;1976;54.2
DLGAR;1977;89.6
DLGAR;1978;58.3
DLGAR;1979;65.3
DLGAR;1980;31.4
DLGAR;1981;88.6
DLGAR;1982;40.5
DLGAR;1983;48.9
DLGAR;1984;60.4
DLGAR;1985;72.4
DLGAR;1986;53.6
DLGAR;1987;56.3
DLGAR;1988;69.8
DLGAR;1989;38.3
DLGAR;1990;61.3
DLGAR;1991;45.6
DLGAR;1992;44.1
DLGAR;1993;61.9
DLGAR;1994;34.4
DLGAR;1995;42.0
DLGAR;1996;54.9
DLGAR;1997;53.7
DLGAR;1998;50.5
DLGAR;1999;138.2
DLGAR;2000;46.2
DLGAR;2001;48.4
DLGAR;2002;72.8
DLGAR;2003;36.2
DLGAR;2004;45.3
DLGAR;2005;104.8
DLGAR;2006;35.0
DLGAR;2007;52.9
DLGAR;2008;39.7
DLGAR;2009;51.5
DLGAR;2010;55.3
DLGAR;2011;45.3
DLGAR;2012;49.0
DLGAR;2013;56.3
DLGAR;2014;45.0
DLGAR;2015;49.2
DLGAR;2016;40.5
DLGAR;2017;42.4
DLGAR;2018;53.1
DLGAR;2019;66.3
DLGAR;2020;58.0
