 

stn;time;rsd300y0
WSI;1900;4
WSI;1901;1
WSI;1902;2
WSI;1903;2
WSI;1904;0
WSI;1905;4
WSI;1906;2
WSI;1907;0
WSI;1908;6
WSI;1909;4
WSI;1910;5
WSI;1911;0
WSI;1912;1
WSI;1913;2
WSI;1914;3
WSI;1915;3
WSI;1916;1
WSI;1917;3
WSI;1918;4
WSI;1919;0
WSI;1920;2
WSI;1921;2
WSI;1922;4
WSI;1923;3
WSI;1924;2
WSI;1925;2
WSI;1926;1
WSI;1927;4
WSI;1928;3
WSI;1929;1
WSI;1930;4
WSI;1931;3
WSI;1932;3
WSI;1933;2
WSI;1934;3
WSI;1935;7
WSI;1936;3
WSI;1937;2
WSI;1938;4
WSI;1939;2
WSI;1940;10
WSI;1941;2
WSI;1942;4
WSI;1943;0
WSI;1944;4
WSI;1945;4
WSI;1946;4
WSI;1947;0
WSI;1948;2
WSI;1949;2
WSI;1950;3
WSI;1951;6
WSI;1952;3
WSI;1953;1
WSI;1954;2
WSI;1955;4
WSI;1956;3
WSI;1957;1
WSI;1958;3
WSI;1959;0
WSI;1960;3
WSI;1961;3
WSI;1962;3
WSI;1963;3
WSI;1964;4
WSI;1965;3
WSI;1966;3
WSI;1967;4
WSI;1968;4
WSI;1969;4
WSI;1970;4
WSI;1971;2
WSI;1972;4
WSI;1973;3
WSI;1974;2
WSI;1975;1
WSI;1976;1
WSI;1977;2
WSI;1978;2
WSI;1979;2
WSI;1980;1
WSI;1981;6
WSI;1982;6
WSI;1983;1
WSI;1984;4
WSI;1985;2
WSI;1986;3
