 

stn;time;rsd700y0
KUA;1961;0
KUA;1962;0
KUA;1963;0
KUA;1964;0
KUA;1965;1
KUA;1966;0
KUA;1967;0
KUA;1968;2
KUA;1969;1
KUA;1970;0
KUA;1971;1
KUA;1972;2
KUA;1973;1
KUA;1974;0
KUA;1975;0
KUA;1976;0
KUA;1977;0
KUA;1978;2
KUA;1979;0
KUA;1980;0
KUA;1981;0
KUA;1982;0
KUA;1983;0
KUA;1984;0
KUA;1985;1
KUA;1986;0
KUA;1987;0
KUA;1988;0
KUA;1989;0
KUA;1990;0
KUA;1991;0
KUA;1992;0
KUA;1993;0
KUA;1994;1
KUA;1995;0
KUA;1996;0
KUA;1997;0
KUA;1998;0
KUA;1999;0
KUA;2000;0
KUA;2001;0
KUA;2002;0
KUA;2003;0
KUA;2004;0
KUA;2005;1
KUA;2006;1
KUA;2007;1
KUA;2008;0
KUA;2009;0
KUA;2010;0
KUA;2011;0
KUA;2012;0
KUA;2013;1
KUA;2014;0
KUA;2015;0
KUA;2016;0
KUA;2017;0
KUA;2018;0
KUA;2019;0
KUA;2020;0
